collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
tricolore-2-5th-edition,reading,Exercise 3,8,short-answer,Lis les textes. Comment ça se dit en français?,for three years,,,,depuis trois ans,A2,personal-info,027
tricolore-2-5th-edition,listening,Exercise 1,1,matching,Écoute et trouve les paires.,La famille Legrand va,,,,f,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,1,fill-in,Complète les phrases comme indiqué.,Notre collège – Rome – Italie (illustration: the Colosseum). Complète la phrase comme indiqué.,,,,"Notre collège va à Rome, en Italie, (en juillet).",A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,1,short-answer,Écoute et note la date du départ.,M. et Mme Citron partent …,,,,le 3 juin,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,1,fill-in,Complète le texte avec la bonne forme du verbe partir.,"Pierre, quand est-ce que tu (1) ___ pour la gare?",,,,pars,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 1,2,matching,Écoute et trouve les paires.,Le collège Jules Verne va,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,2,fill-in,Complète les phrases comme indiqué.,Notre famille – Athènes – Grèce (illustration: the Parthenon). Complète la phrase comme indiqué.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,2,short-answer,Écoute et note la date du départ.,Julie et Lucie partent …,,,,,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,2,fill-in,Complète le texte avec la bonne forme du verbe partir.,Je (2) ___ dans cinq minutes.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 1,3,matching,Écoute et trouve les paires.,M. et Mme Rousseau vont,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,3,fill-in,Complète les phrases comme indiqué.,Mes amis – Paris – France (illustration: the Eiffel Tower). Complète la phrase comme indiqué.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,3,short-answer,Écoute et note la date du départ.,Hugo part …,,,,,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,3,fill-in,Complète le texte avec la bonne forme du verbe partir.,Il (3) ___ dans cinq minutes!,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 1,4,matching,Écoute et trouve les paires.,Nicolas et Sophie vont,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,4,fill-in,Complète les phrases comme indiqué.,Nous – Berlin – Allemagne (illustration: the Brandenburg Gate). Complète la phrase comme indiqué.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,4,short-answer,Écoute et note la date du départ.,Sophie: «Je pars …»,,,,,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,4,fill-in,Complète le texte avec la bonne forme du verbe partir.,Vous (4) ___ quand pour le match de tennis?,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 1,5,matching,Écoute et trouve les paires.,La famille Leblanc va,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,5,fill-in,Complète les phrases comme indiqué.,"Toi, tu – Cardiff – pays de Galles (illustration: a Welsh flag on a castle wall). Complète la phrase comme indiqué.",,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,5,short-answer,Écoute et note la date du départ.,Sébastien et Lucien: «Nous partons …»,,,,,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,5,fill-in,Complète le texte avec la bonne forme du verbe partir.,Nous (5) ___ à trois heures.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 1,6,matching,Écoute et trouve les paires.,Hélène va,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,6,fill-in,Complète les phrases comme indiqué.,Mon prof – Londres – Angleterre (illustration: Big Ben). Complète la phrase comme indiqué.,,,,,A2,vacation,028
tricolore-2-5th-edition,listening,Exercise 3,6,short-answer,Écoute et note la date du départ.,La famille Renard part …,,,,,A2,vacation,028
tricolore-2-5th-edition,grammar,Exercise 4,6,fill-in,Complète le texte avec la bonne forme du verbe partir.,Ils (6) ___ à trois heures!,,,,,A2,vacation,028
tricolore-2-5th-edition,writing,Exercise 2,7,short-answer,Complète les phrases comme indiqué.,"Moi, je … (tu décides!)",,,,(open-ended),A2,vacation,028
tricolore-2-5th-edition,speaking,Exercise 5,1,speaking-task,"En groupe, posez des questions puis donnez les réponses.",Tu pars à quelle heure pour aller au collège?,,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,1,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,7h30; en bus,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,1,short-answer,Trouve le français.,foreigners,,,,des étrangers,B1,travel,029
tricolore-2-5th-edition,reading,Exercise 7b,1,short-answer,Trouve six adjectifs (ou plus).,Trouve six adjectifs (ou plus).,,,,,B1,travel,029
tricolore-2-5th-edition,writing,Exercise 7c,1,writing-task,Note des phrases utiles pour faire la description d'une ville. Fais des recherches et écris un paragraphe sur une autre ville francophone.,Note des phrases utiles pour faire la description d'une ville. Fais des recherches et écris un paragraphe sur une autre ville francophone.,,,,(open-ended),B1,travel,029
tricolore-2-5th-edition,speaking,Exercise 5,2,speaking-task,"En groupe, posez des questions puis donnez les réponses.",Combien d'élèves partent avant sept heures et demie?,,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,2,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,2,short-answer,Trouve le français.,the town is twinned,,,,la ville est jumelée,B1,travel,029
tricolore-2-5th-edition,speaking,Exercise 5,3,speaking-task,"En groupe, posez des questions puis donnez les réponses.",Combien d'élèves partent vers huit heures?,,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,3,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,3,short-answer,Trouve le français.,mussels and chips,,,,moules-frites,B1,travel,029
tricolore-2-5th-edition,speaking,Exercise 5,4,speaking-task,"En groupe, posez des questions puis donnez les réponses.",Combien d'élèves partent après huit heures?,,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,4,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,4,short-answer,Trouve le français.,Brussels sprouts,,,,les choux de Bruxelles,B1,travel,029
tricolore-2-5th-edition,speaking,Exercise 5,5,speaking-task,"En groupe, posez des questions puis donnez les réponses.","Dans ton groupe/ta classe, qui part le premier? (À quelle heure?)",,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,5,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,5,short-answer,Trouve le français.,singer and composer,,,,chanteur et compositeur,B1,travel,029
tricolore-2-5th-edition,speaking,Exercise 5,6,speaking-task,"En groupe, posez des questions puis donnez les réponses.",Et qui part le dernier? (Quand?),,,,(open-ended),A2,daily-routine,029
tricolore-2-5th-edition,listening,Exercise 6,6,short-answer,"Écris 1–6 et écoute les conversations. À chaque fois, note …","Écris 1–6 et écoute les conversations. À chaque fois, note l'heure de départ (a) et le moyen de transport utilisé (b).",,,,,A2,daily-routine,029
tricolore-2-5th-edition,reading,Exercise 7a,6,short-answer,Trouve le français.,a little more than two hours,,,,un peu plus de deux heures,B1,travel,029
tricolore-2-5th-edition,listening,Exercise 1,1,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,B,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,1,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Je vais à Londres ___.,,,,en avion,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,1,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Ils vont à la gare (1) (icon: car).,,,,en voiture,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,10,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,10,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Et ils visitent la ville (10) (icon: bicycle).,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,2,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,2,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Nous allons à Strasbourg ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,2,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Puis ils voyagent (2) (icon: train).,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,3,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,3,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Je vais au cinéma ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,3,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,"À Londres, ils voyagent (3) (icon: bus) puis (4) (icon: taxi).",,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,4,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,4,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Nous allons en ville ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,4,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,"À Londres, ils voyagent (3) (icon: bus) puis (4) (icon: taxi).",,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,5,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,5,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Je vais au collège ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,5,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Ils traversent la Manche (5) (icon: boat/ferry).,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,6,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,6,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,On va en Irlande ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,6,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Puis ils vont à la gare (6) (icon: feet — à pied).,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,7,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,7,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Les filles vont au match ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,7,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Et ils voyagent (7) (icon: train) jusqu'à Paris.,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,8,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,grammar,Exercise 2,8,fill-in,Complète chaque phrase avec le nom d'un moyen de transport différent.,Ma mère va au travail ___.,,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,8,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,"À Paris, ils vont à leur hôtel (8) (icon: metro entrance).",,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 1,9,matching,"Écoute (1–10), regarde les photos et écris la bonne lettre.","Écoute (1–10), regarde les photos et écris la bonne lettre.",,,,,A2,travel,030
tricolore-2-5th-edition,reading,Exercise 3,9,fill-in,Sam et Chloë prennent des moyens de transport différents. Complète la description de leur voyage.,Puis ils partent pour La Rochelle (9) (icon: coach).,,,,,A2,travel,030
tricolore-2-5th-edition,listening,Exercise 4,1,true-false,Écoute les conversations. Vrai ou faux?,Christine vient du Canada.,,,,Vrai,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,1,fill-in,Écoute la conversation et note les moyens de transport.,Je prends (1) ___ parce que c'est pratique.,,,,le bus,A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5b,1,short-answer,Réponds aux questions.,Comment viens-tu au collège?,,,,(open-ended),A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5c,1,writing-task,Écris tes réponses.,Tu aimes voyager en train?,,,,(open-ended),B1,travel,031
tricolore-2-5th-edition,listening,Exercise 5a,10,fill-in,Écoute la conversation et note les moyens de transport.,"Partir en vacances (10) ___, c'est très cool.",,,,,A2,travel,031
tricolore-2-5th-edition,listening,Exercise 4,2,true-false,Écoute les conversations. Vrai ou faux?,Sébastien vient de Montréal.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,2,fill-in,Écoute la conversation et note les moyens de transport.,"Moi, je viens au collège (2) ___ parce que ce n'est pas loin.",,,,,A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5b,2,short-answer,Réponds aux questions.,Est-ce que beaucoup d'élèves viennent en bus?,,,,(open-ended),A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5c,2,writing-task,Écris tes réponses.,Quel moyen de transport préfères-tu?,,,,(open-ended),B1,travel,031
tricolore-2-5th-edition,listening,Exercise 4,3,true-false,Écoute les conversations. Vrai ou faux?,Karim vient du Maroc.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,3,fill-in,Écoute la conversation et note les moyens de transport.,Et tu rentres (3) ___ aussi?,,,,,A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5b,3,short-answer,Réponds aux questions.,Tu rentres à la maison comment?,,,,(open-ended),A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5c,3,writing-task,Écris tes réponses.,Est-ce que tu as un vélo?,,,,(open-ended),B1,travel,031
tricolore-2-5th-edition,listening,Exercise 4,4,true-false,Écoute les conversations. Vrai ou faux?,Cécile et son frère viennent en métro.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,4,fill-in,Écoute la conversation et note les moyens de transport.,"Oui, normalement, mais quelquefois je prends (4) ___.",,,,,A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5b,4,short-answer,Réponds aux questions.,Comment vas-tu en ville normalement? Pourquoi?,,,,(open-ended),A2,travel,031
tricolore-2-5th-edition,writing,Exercise 5c,4,writing-task,Écris tes réponses.,Est-ce que tu vas au collège ou en ville à pied?,,,,(open-ended),B1,travel,031
tricolore-2-5th-edition,listening,Exercise 4,5,true-false,Écoute les conversations. Vrai ou faux?,Alex et Daniel viennent assez souvent en France.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,5,fill-in,Écoute la conversation et note les moyens de transport.,Tu aimes voyager (5) ___?,,,,,A2,travel,031
tricolore-2-5th-edition,listening,Exercise 4,6,true-false,Écoute les conversations. Vrai ou faux?,Ils viennent de Glasgow.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,6,fill-in,Écoute la conversation et note les moyens de transport.,"Oui, je préfère voyager (6) ___ plutôt qu'en voiture.",,,,,A2,travel,031
tricolore-2-5th-edition,listening,Exercise 4,7,true-false,Écoute les conversations. Vrai ou faux?,Jabu et Pirane viennent d'Afrique.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,7,fill-in,Écoute la conversation et note les moyens de transport.,"Pour de petits trajets, j'aime prendre (7) ___.",,,,,A2,travel,031
tricolore-2-5th-edition,listening,Exercise 4,8,true-false,Écoute les conversations. Vrai ou faux?,Elles ne viennent pas souvent en France.,,,,,A2,personal-info,031
tricolore-2-5th-edition,listening,Exercise 5a,8,fill-in,Écoute la conversation et note les moyens de transport.,"Et toi, tu as (8) ___?",,,,,A2,travel,031
tricolore-2-5th-edition,listening,Exercise 5a,9,fill-in,Écoute la conversation et note les moyens de transport.,Non. Mon moyen de transport préféré est (9) ___.,,,,,A2,travel,031
tricolore-2-5th-edition,writing,Dossier-langue Grammaire 12.5,extension,writing-task,Copy out the verb and fill in the missing parts.,"Make up a sentence with each of the three verbs (venir, revenir, devenir).",,,,(open-ended),A2,none,031
tricolore-2-5th-edition,grammar,Dossier-langue Grammaire 12.5,il/elle/on,fill-in,Copy out the verb and fill in the missing parts.,il/elle/on ___ (venir),,,,vient,A2,none,031
tricolore-2-5th-edition,grammar,Dossier-langue Grammaire 12.5,ils/elles,fill-in,Copy out the verb and fill in the missing parts.,ils/elles ___ (venir),,,,viennent,A2,none,031
tricolore-2-5th-edition,listening,Exercise 1b,1,matching,Trouve la phrase qui va avec chaque image.,Je vais prendre des photos.,,,,,A2,vacation,032
tricolore-2-5th-edition,writing,Exercise 3b,1,writing-task,Écris six phrases complètes pour décrire un voyage.,Écris six phrases complètes pour décrire un voyage.,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,2,matching,Trouve la phrase qui va avec chaque image.,Tu vas faire du vélo?,,,,,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,3,matching,Trouve la phrase qui va avec chaque image.,Il va jouer au golf.,,,,,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,4,matching,Trouve la phrase qui va avec chaque image.,Elle va rendre visite à sa correspondante.,,,,,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,5,matching,Trouve la phrase qui va avec chaque image.,Nous allons jouer au football.,,,,,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,6,matching,Trouve la phrase qui va avec chaque image.,Vous allez visiter des châteaux?,,,,,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,7,matching,Trouve la phrase qui va avec chaque image.,Ils vont aller à la pêche.,,,,A,A2,vacation,032
tricolore-2-5th-edition,listening,Exercise 1b,8,matching,Trouve la phrase qui va avec chaque image.,Elles vont monter à la tour Eiffel.,,,,,A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,A,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Quand vas-tu partir en vacances?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,B,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Où vas-tu aller?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,C,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Avec qui?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,D,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Comment allez-vous voyager?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,E,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Qu'est-ce que vous allez faire?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,speaking,Exercise 3a,F,speaking-task,"Travaillez à deux. Vous allez faire un voyage à l'étranger, mais quand, où, avec qui? Ça va être amusant ou non? La personne A pose des questions (A–F), la personne B répond. Puis changez de rôle pour faire une conversation différente.",Ça va être comment?,,,,(open-ended),A2,vacation,032
tricolore-2-5th-edition,writing,Exercise 4b,1,short-answer,Corrige l'erreur dans chaque phrase.,Sophie aime rester à la maison le samedi soir.,,,,Sophie aime sortir le samedi soir.,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 5,1,ordering,"Aujourd'hui, c'est lundi. Écris ces expressions dans l'ordre chronologique et traduis en anglais.","Écris ces expressions dans l'ordre chronologique et traduis en anglais: ce soir, jeudi prochain, la semaine prochaine, samedi soir, dimanche prochain, vendredi après-midi, demain, mercredi matin.",,,,,A2,time-dates,033
tricolore-2-5th-edition,writing,Exercise 6,1,writing-task,Complète les phrases.,"Demain, je …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,2,short-answer,Corrige l'erreur dans chaque phrase.,Elle envoie un texto à Nicole.,,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,2,writing-task,Complète les phrases.,"Demain matin, je ne vais pas …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,3,short-answer,Corrige l'erreur dans chaque phrase.,"Samedi soir, Charlotte va aller chez sa tante.",,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,3,writing-task,Complète les phrases.,"Demain soir, on va …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,4,short-answer,Corrige l'erreur dans chaque phrase.,Daniel va organiser un piquenique.,,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,4,writing-task,Complète les phrases.,"Lundi prochain, mes amis …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,5,short-answer,Corrige l'erreur dans chaque phrase.,Jean-Claude va aller au bowling.,,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,5,writing-task,Complète les phrases.,"Mercredi après-midi, nous …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,6,short-answer,Corrige l'erreur dans chaque phrase.,Beaucoup d'amis vont à la fête du collège.,,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,6,writing-task,Complète les phrases.,"Vendredi soir, je …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,7,short-answer,Corrige l'erreur dans chaque phrase.,"Finalement, Sophie téléphone à son père.",,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,7,writing-task,Complète les phrases.,"Samedi prochain, je ne vais pas …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,writing,Exercise 4b,8,short-answer,Corrige l'erreur dans chaque phrase.,Sophie ne va pas aller à la fête samedi soir.,,,,,A2,communication,033
tricolore-2-5th-edition,writing,Exercise 6,8,writing-task,Complète les phrases.,"Dimanche après-midi, on va … mais on ne va pas …",,,,(open-ended),A2,hobby,033
tricolore-2-5th-edition,speaking,Exercise 2a,1,speaking-task,"À deux: la personne A regarde cette page, la personne B regarde la page 135. La personne A pose quatre questions sur Sancerre. La personne B consulte le guide pour répondre. Puis changez de rôle pour parler d'Amboise.",Est-ce qu'on peut faire du ski/du camping/de la voile/de l'équitation?,,,,(open-ended),A2,vacation,034
tricolore-2-5th-edition,speaking,Exercise 2b,1,speaking-task,Choisis la ville que tu préfères pour les vacances en famille et dis pourquoi (parce qu'on peut …),Choisis la ville que tu préfères pour les vacances en famille et dis pourquoi (parce qu'on peut …),,,,(open-ended),A2,vacation,034
tricolore-2-5th-edition,speaking,Exercise 2a,2,speaking-task,"À deux: la personne A regarde cette page, la personne B regarde la page 135. La personne A pose quatre questions sur Sancerre. La personne B consulte le guide pour répondre. Puis changez de rôle pour parler d'Amboise.",Est-ce qu'on peut visiter un château/un musée?,,,,(open-ended),A2,vacation,034
tricolore-2-5th-edition,speaking,Exercise 2a,3,speaking-task,"À deux: la personne A regarde cette page, la personne B regarde la page 135. La personne A pose quatre questions sur Sancerre. La personne B consulte le guide pour répondre. Puis changez de rôle pour parler d'Amboise.",Est-ce qu'on peut aller à la piscine/à la patinoire/au cinéma/au parc?,,,,(open-ended),A2,vacation,034
tricolore-2-5th-edition,speaking,Exercise 2a,4,speaking-task,"À deux: la personne A regarde cette page, la personne B regarde la page 135. La personne A pose quatre questions sur Sancerre. La personne B consulte le guide pour répondre. Puis changez de rôle pour parler d'Amboise.",Est-ce qu'on peut jouer au tennis/au golf/au football?,,,,(open-ended),A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,a,matching,Trouve la bonne phrase pour chaque image.,Vous pouvez visiter les célèbres châteaux de la Loire.,,,,,A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,b,matching,Trouve la bonne phrase pour chaque image.,Les touristes peuvent louer des vélos.,,,,,A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,c,matching,Trouve la bonne phrase pour chaque image.,On peut faire de la voile et de la planche à voile.,,,,,A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,d,matching,Trouve la bonne phrase pour chaque image.,"Dans les Alpes, on peut faire du ski.",,,,,A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,e,matching,Trouve la bonne phrase pour chaque image.,"Les familles peuvent faire du camping, c'est pratique et économique.",,,,,A2,vacation,034
tricolore-2-5th-edition,reading,Exercise 1,f,matching,Trouve la bonne phrase pour chaque image.,Vous pouvez faire du canoë-kayak sur les rivières.,,,,,A2,vacation,034
tricolore-2-5th-edition,writing,Exercise 4a,1,fill-in,Complète les questions avec la bonne forme du verbe pouvoir.,Qu'est-ce qu'on ___ faire ce weekend?,,,,,A2,hobby,035
tricolore-2-5th-edition,writing,Exercise 4c,1,matching,Trouve les paires.,Qu'est-ce qu'on ___ faire ce weekend?,,,,f,A2,hobby,035
tricolore-2-5th-edition,listening,Exercise 6b,1,short-answer,"Pour demander la permission, qu'est-ce qu'on dit?",(icon: screen with three seated silhouettes) regarder un film à la télé?,,,,Est-ce que je peux regarder un film à la télé?,A2,daily-routine,035
tricolore-2-5th-edition,writing,Exercise 4a,2,fill-in,Complète les questions avec la bonne forme du verbe pouvoir.,Est-ce que je ___ charger mon portable?,,,,,A2,hobby,035
tricolore-2-5th-edition,writing,Exercise 4c,2,matching,Trouve les paires.,Est-ce que je ___ charger mon portable?,,,,,A2,hobby,035
tricolore-2-5th-edition,listening,Exercise 6b,2,short-answer,"Pour demander la permission, qu'est-ce qu'on dit?",(icon: apple and glass) manger quelque chose?,,,,Est-ce que je peux manger quelque chose?,A2,daily-routine,035
