collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
tricolore-1-5th-edition,reading,Exercise 5a,6,fill-in,"À Grenoble, dans les Alpes, il fait froid et il (6) ___.",,,,neige,A1,weather,065
tricolore-1-5th-edition,reading,Exercise 5b,6,short-answer,Trouve le français: it's cold,,,,il fait froid,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,7,short-answer,Quel temps fait-il et quelle température fait-il à Strasbourg?,,,,,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,8,short-answer,Quel temps fait-il et quelle température fait-il à Lille?,,,,,A1,weather,065
tricolore-1-5th-edition,listening,Exercise 3,9,short-answer,Quel temps fait-il et quelle température fait-il à Dieppe?,,,,,A1,weather,065
tricolore-1-5th-edition,,Exercise 1a,1,short-answer,C'est quelle saison? Ça commence le 21 mars.,,,,le printemps,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,1,fill-in,"Au printemps, il fait b___ .",,,,beau,A1,weather,066
tricolore-1-5th-edition,writing,Exercise 1c,1,writing-task,"Écris une phrase avec souvent, quelquefois ou normalement pour chaque saison.",,,,(open-ended),A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,1,fill-in,Écris 1–8. Écoute et écris le mot. (1),,,,là,A1,none,066
tricolore-1-5th-edition,,Exercise 1b,10,fill-in,"Quelquefois, il n___ .",,,,neige,A1,weather,066
tricolore-1-5th-edition,,Exercise 1a,2,short-answer,C'est quelle saison? Ça commence le 21 septembre.,,,,l'automne,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,2,fill-in,Il y a du s___ .,,,,soleil,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,2,fill-in,Écris 1–8. Écoute et écris le mot. (2),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,3,short-answer,C'est quelle saison? Ça commence le 21 juin.,,,,l'été,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,3,fill-in,"Quelquefois, il p___ .",,,,pleut,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,3,fill-in,Écris 1–8. Écoute et écris le mot. (3),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,4,short-answer,C'est quelle saison? Ça commence le 21 décembre.,,,,l'hiver,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,4,fill-in,"En été, il fait c___ .",,,,chaud,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,4,fill-in,Écris 1–8. Écoute et écris le mot. (4),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,5,short-answer,C'est quelle saison? C'est novembre.,,,,l'automne,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,5,fill-in,"Normalement, le ciel est b___ .",,,,bleu,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,5,fill-in,Écris 1–8. Écoute et écris le mot. (5),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,6,short-answer,C'est quelle saison? C'est août.,,,,l'été,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,6,fill-in,"En automne, il y a du v___ .",,,,vent,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,6,fill-in,Écris 1–8. Écoute et écris le mot. (6),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,7,short-answer,C'est quelle saison? C'est avril.,,,,le printemps,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,7,fill-in,"Quelquefois, il y a du b___ .",,,,brouillard,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,7,fill-in,Écris 1–8. Écoute et écris le mot. (7),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,8,short-answer,C'est quelle saison? C'est le jour de l'An.,,,,l'hiver,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,8,fill-in,"En hiver, il fait f___ .",,,,froid,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,8,fill-in,Écris 1–8. Écoute et écris le mot. (8),,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1b,9,fill-in,Il fait souvent m___ .,,,,mauvais,A1,weather,066
tricolore-1-5th-edition,writing,Exercise 5,1,writing-task,Où habites-tu? Quel temps fait-il? Qu'est-ce que tu fais quand il fait mauvais ou quand il fait beau? Écris quelques phrases.,,,,(open-ended),A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,1,fill-in,"Quand il ___, je reste à la maison.",,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,1,short-answer,"Un mois au printemps qui commence par un 'a', c'est quel mot?",,,,avril,A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,2,fill-in,"Quand il ___, je joue au football.",,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,2,short-answer,Une saison qui commence par un 'a'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,3,short-answer,Un mot qui décrit le temps et qui commence par un 'b'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,4,short-answer,Un mot qui décrit le temps et qui commence par un 'c'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,5,short-answer,Un mois en hiver qui commence par un 'd'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,6,short-answer,Une saison qui commence par un 'é'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,7,short-answer,Un mois en automne qui commence par un 'o'.,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,8,short-answer,Une saison qui commence par un 'h'.,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,a,matching,Il neige souvent à la montagne en hiver. Le ski est très populaire.,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,b,matching,Beaucoup de cafés ont une terrasse. C'est agréable quand il fait beau.,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,c,matching,"En hiver, il ne fait pas très froid et en été, il fait chaud. On cultive des pêches et des raisins.",,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,d,matching,Il y a des volets aux fenêtres. On ferme les volets quand il fait très chaud.,,,,,A1,weather,067
tricolore-1-5th-edition,listening,Exercise 1a,1,matching,Écris 1–8. Écoute et trouve la bonne photo.,,,,A,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Corrige l'erreur: Marc joue au rugby.,,,,Marc joue au basket.,A1,hobby,068
tricolore-1-5th-edition,speaking,Exercise 2,1,speaking-task,"À deux, lisez la conversation, puis changez les sports.",,,,(open-ended),A1,hobby,068
tricolore-1-5th-edition,grammar,Dossier-langue,1,short-answer,jouer au football / jouer au volley / jouer au tennis — Why is the word different here? (jouer aux cartes),,,,,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,2,matching,Écris 1–8. Écoute et trouve la bonne photo. (2),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,2,short-answer,Corrige l'erreur: Claire et Thomas jouent au badminton.,,,,Claire et Thomas jouent au volley.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,3,matching,Écris 1–8. Écoute et trouve la bonne photo. (3),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,3,short-answer,Corrige l'erreur: Ibrahim joue au football.,,,,Ibrahim joue au hockey.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,4,matching,Écris 1–8. Écoute et trouve la bonne photo. (4),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,4,short-answer,Corrige l'erreur: Paul et Yannick jouent au hockey.,,,,Paul et Yannick jouent au football.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,5,matching,Écris 1–8. Écoute et trouve la bonne photo. (5),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,5,short-answer,Corrige l'erreur: Simon joue au golf.,,,,Simon joue au tennis.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,6,matching,Écris 1–8. Écoute et trouve la bonne photo. (6),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,6,short-answer,Corrige l'erreur: Sophie joue au tennis.,,,,Sophie joue au golf.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,7,matching,Écris 1–8. Écoute et trouve la bonne photo. (7),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,7,short-answer,Corrige l'erreur: Daniel et Luc jouent au volley.,,,,Daniel et Luc jouent au tennis de table.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,8,matching,Écris 1–8. Écoute et trouve la bonne photo. (8),,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,8,short-answer,Corrige l'erreur: Jonathan et Nicole jouent au tennis de table.,,,,Jonathan et Nicole jouent au badminton.,A1,hobby,068
tricolore-1-5th-edition,grammar,Exercise 3,1,multiple-choice,Je (joue/joues/jouent) au hockey.,joue,joues,jouent,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,1,fill-in,"Au collège, est-ce que vous [icon: volleyball net] ?",,,,jouez au volley?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,2,multiple-choice,Tu (joue/joues/jouez) beaucoup?,joue,joues,jouez,joues,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,2,fill-in,"Non, mais nous [icon: basketball hoop] .",,,,jouons au basket,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,3,multiple-choice,Ma fille (joues/joue/jouons) dans sa chambre.,joues,joue,jouons,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3a,fill-in,"Et toi, tu [icon: badminton racket and shuttlecock] ?",,,,joues au badminton?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3b,fill-in,"Oui, je [icon: badminton racket and shuttlecock] .",,,,joue au badminton,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,4,multiple-choice,"Nous (jouons/jouez/jouent) avec Pierre, maman.",jouons,jouez,jouent,jouons,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,4,fill-in,"Et ton frère, est-ce qu'il [icon: hockey sticks] ?",,,,joue au hockey?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,5,multiple-choice,Vous (joue/jouent/jouez) au badminton?,joue,jouent,jouez,jouez,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5a,fill-in,Est-ce que tes parents [icon: tennis racket and balls] ?,,,,jouent au tennis?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5b,fill-in,"Oui, ils [icon: tennis racket and balls] .",,,,jouent au tennis,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,6,multiple-choice,Ils (joues/jouons/jouent) dans le jardin.,joues,jouons,jouent,jouent,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,6,fill-in,"Et mon grand-père [icon: golf club] , mais sur l'ordinateur!",,,,joue au golf,A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,a,writing-task,Écris six phrases sur six sports ou jeux différents.,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,b,writing-task,Écris un paragraphe sur le sport et les jeux. Ça peut être de la part d'une personnalité célèbre.,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,reading,Exercise 1b,1,true-false,Jojo aime le fromage.,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,10,true-false,Les trois animaux mangent le fromage.,,,,Faux – Seule Jojo mange le fromage.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,2,true-false,Elle trouve du fromage dans le jardin.,,,,Faux – Elle trouve du fromage dans la cuisine.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,3,true-false,Jojo commence à manger le fromage.,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,4,true-false,"Tom, le chat, arrive.",,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,5,true-false,La souris chasse le chat dans le salon.,,,,Faux – Tom chasse Jojo dans le salon (pas l'inverse).,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,6,true-false,Tom saute sur Jojo mais il n'attrape pas Jojo.,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,7,true-false,"Jojo entre dans la salle à manger, Tom aussi.",,,,"Faux – Jojo entre dans la salle de bains, pas la salle à manger.",A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,8,true-false,"Jojo rentre dans la cuisine, mais le chat est là aussi.",,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,9,true-false,"Butch, le chien, entre dans la cuisine.",,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,listening,Exercise 2,1,matching,François ...,,,,b (adore le camping),A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,1,short-answer,Quels sont les titres en anglais? Astérix Gladiateur,,,,Asterix the Gladiator,A1,hobby,071
tricolore-1-5th-edition,writing,Exercise 3b,1,writing-task,"Invente un personnage de bande dessinée, par exemple, un animal comique comme un rat ou un gorille. Décris le personnage ou invente une petite histoire.",,,,(open-ended),A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,10,matching,"Quand il pleut, Nicolas ...",,,,,A1,vacation,071
tricolore-1-5th-edition,listening,Exercise 2,2,matching,Christine et sa famille ...,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,2,short-answer,Quels sont les titres en anglais? Astérix aux Jeux Olympiques,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,3,matching,"En hiver, Jean-Marc et Sandrine ...",,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,3,short-answer,Quels sont les titres en anglais? Le Cadeau de César,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,4,matching,"En été, Jean-Marc et Sandrine ...",,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,4,short-answer,Quels sont les titres en anglais? Astérix chez les Belges,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,5,matching,M. et Mme Duval ...,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,5,short-answer,Quels sont les titres en anglais? Tintin en Amérique,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,6,matching,Mathilde ...,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,6,short-answer,Quels sont les titres en anglais? L'Île Noire,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,7,matching,Nicolas et Isabelle ...,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,7,short-answer,Quels sont les titres en anglais? Les Sept Boules de Cristal,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,8,matching,Isabelle ...,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,8,short-answer,Quels sont les titres en anglais? Le Temple du Soleil,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,9,matching,"Le soir, Nicolas et ses amis ...",,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 1a,1,fill-in,Nathan a un petit (1) ___ difficile.,,,,frère,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Relis le message de Nathan. Trouve au moins dix verbes. Fais une liste.,,,,(open-ended),A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,1,fill-in,"Au printemps, nous (organiser) la maison,...",,,,organisons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,10,fill-in,et il (10) ___ .,,,,danse,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,10,fill-in,...mais ils (écouter) des chants à la radio.,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,11,fill-in,"Mais le 25 décembre, nous (fêter) Noël tous ensemble.",,,,fêtons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,2,fill-in,Léo partage une (2) ___ avec Nathan.,,,,chambre,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,2,fill-in,...mais les Paresseux (surfer) sur le Net!,,,,surfent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,3,fill-in,Mais Léo est (3) ___ .,,,,méchant,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,3,fill-in,"En été, nous (jouer) au tennis...",,,,jouons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,4,fill-in,Il (4) ___ sur le lit.,,,,saute,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,4,fill-in,...mais les Paresseux (regarder) le tennis à la télé.,,,,regardent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,5,fill-in,Il (5) ___ sur les murs.,,,,dessine,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,5,fill-in,"Le soir, nous (danser) dans une boîte,...",,,,dansons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,6,fill-in,Il (6) ___ les bonbons de Nathan.,,,,mange,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,6,fill-in,...mais ils (écouter) de la musique à la maison.,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,7,fill-in,Il (7) ___ sur sa tablette.,,,,joue,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,7,fill-in,"En automne, nous (travailler) dans le jardin,...",,,,travaillons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,8,fill-in,"Quand Nathan (8) ___ ,",,,,travaille,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,8,fill-in,...mais ils (rester) à la maison - ils (consulter) des livres.,,,,restent / consultent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,9,fill-in,Léo (9) ___,,,,chante,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,9,fill-in,"Au mois de décembre, nous (chanter) des chants de Noël,...",,,,chantons,A1,family,072
tricolore-1-5th-edition,grammar,Exercise 3,1,fill-in,Je ___ des crêpes. (préparer),,,,prépare,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,1,multiple-choice,Anne: item 1,J'adore le sport.,Je n'aime pas le sport.,,Je n'aime pas le sport.,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,1,multiple-choice,Marc adore ...,les animaux,la musique,le sport,le sport,A1,hobby,073
tricolore-1-5th-edition,speaking,Exercise 5,1,speaking-task,"Lisez la conversation, puis inventez une conversation différente.",,,,(open-ended),A1,communication,073
tricolore-1-5th-edition,grammar,Exercise 3,2,fill-in,Tu ___ au concert? (chanter),,,,chantes,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,2,multiple-choice,Anne: item 2,Je retrouve des amis.,Je range le salon.,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,2,multiple-choice,Il joue au football ...,avec son frère,avec des amis,le samedi,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,3,fill-in,Il ___ les chiens. (détester),,,,déteste,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,3,multiple-choice,Anne: item 3,Nous dansons ensemble.,Nous discutons ensemble.,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,3,multiple-choice,Il joue au tennis dans ...,le parc,le jardin,la rue,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,4,fill-in,Elle ___ dans le jardin. (travailler),,,,travaille,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,4,multiple-choice,Anne: item 4,Nous écoutons de la musique.,Nous jouons au Monopoly.,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,4,multiple-choice,"Quand il fait mauvais, il regarde ... à la télé.",du sport,un film,un jeu,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,5,fill-in,Nous ___ sur le Net. (surfer),,,,surfons,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,5,multiple-choice,Anne: item 5,Je joue à la console.,Je joue aux cartes.,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,5,multiple-choice,Il n'aime pas beaucoup ...,les chiens,les jeux vidéo,la musique,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,6,fill-in,"Vous ___ , Anne et Lucie? (travailler)",,,,travaillez,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,6,multiple-choice,Anne: item 6,Je prépare un gâteau.,Je regarde une vidéo.,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,7,fill-in,Ils ___ le rugby? (aimer),,,,aiment,A1,daily-routine,073
tricolore-1-5th-edition,grammar,Exercise 3,8,fill-in,Elles ___ un DVD. (regarder),,,,regardent,A1,daily-routine,073
tricolore-1-5th-edition,reading,Exercise 1,1,short-answer,When is the science festival held?,,,,In October.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,1,short-answer,Comment ça se dit en anglais? On regarde un film à la télé?,,,,Shall we watch a film on TV?,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,1,speaking-task,Il fait beau. Proposez quatre activités d'extérieur.,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,1,fill-in,"Quand il fait mauvais, on ...",,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,2,short-answer,Name some of the activities mentioned.,,,,"Exhibitions, laboratory visits, visits to natural/industrial sites, conferences, cinema, shows.",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,2,short-answer,"Comment ça se dit en anglais? Il pleut, alors on surfe sur Internet?",,,,,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,2,speaking-task,Il fait mauvais. Proposez trois activités d'intérieur.,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,2,fill-in,"Quand il y a du soleil, nous ...",,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,3,short-answer,Do people have to pay to attend?,,,,"No, everything is free (tout est gratuit).",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,3,short-answer,"Comment ça se dit en anglais? À Pâques, on mange des œufs en chocolat.",,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,3,fill-in,"Quand je suis à la maison, je ...",,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,4,short-answer,About how many people attend?,,,,More than one million people.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,4,short-answer,"Comment ça se dit en anglais? À Aïd-el-Fitr, on prépare un grand repas.",,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,4,fill-in,"Quand il neige, ...",,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 2,5,short-answer,"Comment ça se dit en anglais? À Diwali, on allume des lampes.",,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,6,short-answer,Comment ça se dit en anglais? On ne joue pas au foot dans la cuisine.,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,7,short-answer,"Comment ça se dit en anglais? Il fait beau, on joue au tennis?",,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,8,short-answer,Comment ça se dit en anglais? On ne parle pas anglais en France.,,,,,A1,mixed,074
tricolore-1-5th-edition,listening,Exercise 4a,1,fill-in,Luc est à ___ .,,,,Bordeaux,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,1,short-answer,Qui téléphone à Nicole?,,,,Max,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,1,fill-in,"Strasbourg, le 24 (1) ___",,,,janvier,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6b,1,writing-task,Écris une carte postale. Où es-tu? Avec qui? Quel temps fait-il? Qu'est-ce que tu fais/vous faites?,,,,(open-ended),A1,travel,075
tricolore-1-5th-edition,listening,Exercise 4a,2,fill-in,On joue un match de ___ .,,,,basket,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,2,short-answer,Qui travaille sur l'ordinateur?,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,2,fill-in,On (2) ___ trois jours ici.,,,,passe,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,3,fill-in,Il fait ___ . (Bordeaux),,,,,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,3,short-answer,Qui joue au tennis?,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,3,fill-in,Il fait (3) ___,,,,mauvais,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,4,fill-in,Suzanne est à ___ .,,,,la Rochelle,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,4,short-answer,Qui préfère rester à la maison?,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,4,fill-in,et (4) ___ pleut.,,,,il,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,5,fill-in,Il fait ___ . (La Rochelle),,,,,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,5,short-answer,Quel temps fait-il?,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,5,fill-in,(5) ___ reste à la maison.,,,,On,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,6,fill-in,Elle range sa ___ .,,,,chambre,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,6,fill-in,Mes amis (6) ___ de la guitare.,,,,jouent,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,7,fill-in,"Moi, je (7) ___ un film",,,,regarde,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,8,fill-in,et mon frère (8) ___ un gâteau.,,,,prépare,A1,communication,075
tricolore-1-5th-edition,speaking,Exercise 5,b,speaking-task,"Lisez la conversation, puis inventez d'autres conversations.",,,,(open-ended),A1,mixed,075
tricolore-1-5th-edition,speaking,Exercise 5,c,speaking-task,Inventez une conversation très longue.,,,,(open-ended),A1,mixed,075
tricolore-1-5th-edition,listening,Exercise 3,1,fill-in,Qu'est-ce que tu fais (1) ___ ?,,,,le weekend,A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 5,1,writing-task,Choisis une photo et fais des notes: Il y a combien de personnes sur la photo? Où sont-elles? Qu'est-ce qu'on fait? Quel temps fait-il?,,,,(open-ended),A1,mixed,076
tricolore-1-5th-edition,listening,Exercise 3,2,fill-in,Je joue souvent au foot avec mes (2) ___ .,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,3,fill-in,"Quand il fait (3) ___ , je surfe sur Internet.",,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,4,fill-in,"...quelquefois, je joue au (4) ___ avec ma sœur.",,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,5,fill-in,Je joue au foot et au (5) ___ ...,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,6,fill-in,...je regarde souvent des matchs à la (6) ___ .,,,,,A1,hobby,076
tricolore-1-5th-edition,listening,Exercise 3,7,fill-in,...je préfère écouter de la (7) ___ ou surfer sur Internet.,,,,,A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 1,a,writing-task,Écris trois nombres entre 1 et 3. Écris des questions (en hiver/en été/quand il fait mauvais).,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,writing,Exercise 2,a,writing-task,Écris des réponses à la question sur ce que tu fais en hiver/été/quand il fait mauvais.,,,,(open-ended),A1,hobby,076
tricolore-1-5th-edition,speaking,Exercise 4,a,speaking-task,"À deux, inventez une conversation avec deux questions et réponses.",,,,(open-ended),A1,hobby,076
