collection,word,translation,article,plural,word_class,example,topic,source_page
tricolore-2-5th-edition,novembre,November,,,noun,,time-dates,156
tricolore-2-5th-edition,Noël,Christmas,,,noun,,none,156
tricolore-2-5th-edition,octobre,October,,,noun,,time-dates,156
tricolore-2-5th-edition,onze,11,,,other,,none,156
tricolore-2-5th-edition,orange (f),orange,,,noun,,food,156
tricolore-2-5th-edition,orange (inv),orange,,,adjective,,food,156
tricolore-2-5th-edition,ou,or,,,other,,none,156
tricolore-2-5th-edition,pain (m),bread,,,noun,,health,156
tricolore-2-5th-edition,passé,past,le,,noun,,time-dates,156
tricolore-2-5th-edition,petit déjeuner,breakfast,le,,noun,,food,156
tricolore-2-5th-edition,petits pois (m pl),peas,,,noun,,food,156
tricolore-2-5th-edition,plus tard,later,,,phrase,,time-dates,156
tricolore-2-5th-edition,poire (f),pear,,,noun,,food,156
tricolore-2-5th-edition,pomme (f),apple,,,noun,,food,156
tricolore-2-5th-edition,pommes de terre (f pl),potatoes,,,noun,,food,156
tricolore-2-5th-edition,premier (première),first,,,other,,none,156
tricolore-2-5th-edition,présent,present,le,,noun,,shopping,156
tricolore-2-5th-edition,puis,then,,,other,,none,156
tricolore-2-5th-edition,Pâques,Easter,,,noun,,none,156
tricolore-2-5th-edition,pêche (f),peach,,,noun,,food,156
tricolore-2-5th-edition,quarante,40,,,other,,none,156
tricolore-2-5th-edition,quarante-et-un,41,,,other,,none,156
tricolore-2-5th-edition,quatorze,14,,,other,,none,156
tricolore-2-5th-edition,quatre,4,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-deux,82,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-dix,90,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-onze,91,,,other,,none,156
tricolore-2-5th-edition,quatre-vingt-un,81,,,other,,none,156
tricolore-2-5th-edition,quatre-vingts,80,,,other,,none,156
tricolore-2-5th-edition,quatrième,fourth,,,other,,none,156
tricolore-2-5th-edition,Quelle heure est-il?,,,,phrase,,time-dates,156
tricolore-2-5th-edition,quinze,15,,,other,,none,156
tricolore-2-5th-edition,raisin (m),grapes,,,noun,,food,156
tricolore-2-5th-edition,rose,pink,,,adjective,,none,156
tricolore-2-5th-edition,rouge,red,,,adjective,,none,156
tricolore-2-5th-edition,roux,red (hair),,,adjective,,none,156
tricolore-2-5th-edition,salade (f),lettuce salad,,,noun,,food,156
tricolore-2-5th-edition,samedi,Saturday,,,noun,,time-dates,156
tricolore-2-5th-edition,samedi matin,(on) Saturday morning,,,phrase,,time-dates,156
tricolore-2-5th-edition,seize,16,,,other,,none,156
tricolore-2-5th-edition,semaine dernière,last week,la,,noun,,time-dates,156
tricolore-2-5th-edition,semaine prochaine,next week,la,,noun,,time-dates,156
tricolore-2-5th-edition,sept,7,,,other,,none,156
tricolore-2-5th-edition,septembre,September,,,noun,,time-dates,156
tricolore-2-5th-edition,si,if,,,other,,none,156
tricolore-2-5th-edition,six,6,,,other,,none,156
tricolore-2-5th-edition,soixante,60,,,other,,none,156
tricolore-2-5th-edition,soixante-dix,70,,,other,,none,156
tricolore-2-5th-edition,soixante-douze,72,,,other,,none,156
tricolore-2-5th-edition,soixante-et-onze,71,,,other,,none,156
tricolore-2-5th-edition,soixante-et-un,61,,,other,,none,156
tricolore-2-5th-edition,sucre (m),sugar,,,noun,,food,156
tricolore-2-5th-edition,tarte aux pommes (f),apple tart,,,noun,,food,156
tricolore-2-5th-edition,thé (m),tea,,,noun,,food,156
tricolore-2-5th-edition,toasts (m pl),toast,,,noun,,food,156
tricolore-2-5th-edition,tomate (f),tomato,,,noun,,food,156
tricolore-2-5th-edition,treize,13,,,other,,none,156
tricolore-2-5th-edition,trente,30,,,other,,none,156
tricolore-2-5th-edition,trente-et-un,31,,,other,,none,156
tricolore-2-5th-edition,trois,3,,,other,,none,156
tricolore-2-5th-edition,troisième,third,,,other,,none,156
tricolore-2-5th-edition,turquoise,turquoise,,,adjective,,none,156
tricolore-2-5th-edition,un,1,,,other,,none,156
tricolore-2-5th-edition,vendredi,Friday,,,noun,,time-dates,156
tricolore-2-5th-edition,vert,green,,,adjective,,none,156
tricolore-2-5th-edition,vin (m),wine,,,noun,,food,156
tricolore-2-5th-edition,vingt,20,,,other,,none,156
tricolore-2-5th-edition,vingt-deux,22,,,other,,none,156
tricolore-2-5th-edition,vingt-et-un,21,,,other,,none,156
tricolore-2-5th-edition,vingt-et-unième,twenty-first,,,other,,none,156
tricolore-2-5th-edition,vingt-trois,23,,,other,,none,156
tricolore-2-5th-edition,vingtième,twentieth,,,other,,none,156
tricolore-2-5th-edition,weekend dernier,last weekend,le,,noun,,none,156
tricolore-2-5th-edition,yaourt (m),yoghurt,,,noun,,food,156
tricolore-2-5th-edition,zéro,0,,,other,,none,156
tricolore-2-5th-edition,œuf (m),egg,,,noun,,food,156
tricolore-2-5th-edition,œufs au bacon (m pl),bacon and egg,,,noun,,food,156
tricolore-2-5th-edition,@ + (À plus tard),CU (used in email),,,phrase,,communication,166
tricolore-2-5th-edition,abbaye (f),abbey,l',,noun,,none,166
tricolore-2-5th-edition,abolir,to abolish,,,verb,,none,166
tricolore-2-5th-edition,abonné(e),subscriber,un(e),,noun,,none,166
tricolore-2-5th-edition,abord,"first, at first",d',,phrase,,none,166
tricolore-2-5th-edition,abricot,apricot,un,,noun,,none,166
tricolore-2-5th-edition,abriter,to shelter,,,verb,,none,166
tricolore-2-5th-edition,absolument,absolutely,,,adverb,,none,166
tricolore-2-5th-edition,accepter,to accept,,,verb,,none,166
tricolore-2-5th-edition,accessoire,accessory,un,,noun,,none,166
tricolore-2-5th-edition,accord,"okay, all right",d',,phrase,,none,166
tricolore-2-5th-edition,accès (m),access,l',,noun,,none,166
tricolore-2-5th-edition,acheter,to buy,,,verb,,shopping,166
tricolore-2-5th-edition,activité,activity,une,,noun,,none,166
tricolore-2-5th-edition,addition (f),bill,l',,noun,,restaurant,166
tricolore-2-5th-edition,adorer,to love,,,verb,,none,166
tricolore-2-5th-edition,adresse,address,une,,noun,,personal-info,166
tricolore-2-5th-edition,adresse e-mail,email address,une,,noun,,communication,166
tricolore-2-5th-edition,adulte,adult,un(e),,noun,,family,166
tricolore-2-5th-edition,affaires (f pl),"things, belongings",les,,noun,,none,166
tricolore-2-5th-edition,affiche,"notice, poster",une,,noun,,none,166
tricolore-2-5th-edition,affronter,to face,,,verb,,none,166
tricolore-2-5th-edition,Afrique (f),Africa,l',,noun,,none,166
tricolore-2-5th-edition,agréable,pleasant,,,adjective,,none,166
tricolore-2-5th-edition,ai,I have,j',,verb,,none,166
tricolore-2-5th-edition,aider,to help,,,verb,,none,166
tricolore-2-5th-edition,aile,wing,une,,noun,,none,166
tricolore-2-5th-edition,aimer,to like,,,verb,,none,166
tricolore-2-5th-edition,aire de jeu,play area,un,,noun,,none,166
tricolore-2-5th-edition,ajouter,to add,,,verb,,none,166
tricolore-2-5th-edition,alcoolisé,alcoholic,,,adjective,,none,166
tricolore-2-5th-edition,Allemagne (f),Germany,l',,noun,,none,166
tricolore-2-5th-edition,allemand,German,,,adjective,,none,166
tricolore-2-5th-edition,aller,to go,,,verb,,none,166
tricolore-2-5th-edition,aller simple,single ticket,un,,noun,,travel,166
tricolore-2-5th-edition,aller à la pêche,to go fishing,,,verb,,none,166
tricolore-2-5th-edition,aller-retour,return ticket,un,,noun,,travel,166
tricolore-2-5th-edition,allergique,allergic,,,adjective,,health,166
tricolore-2-5th-edition,allonger,to lie down,s',,verb,,none,166
tricolore-2-5th-edition,allons-y,let's go,,,phrase,,none,166
tricolore-2-5th-edition,alors,so,,,adverb,,none,166
tricolore-2-5th-edition,alouette,lark,une,,noun,,none,166
tricolore-2-5th-edition,Alpes (f pl),the Alps,les,,noun,,none,166
tricolore-2-5th-edition,amande,almond,une,,noun,,none,166
tricolore-2-5th-edition,amener,to take,,,verb,,none,166
tricolore-2-5th-edition,ami(e),friend,un(e),,noun,,family,166
tricolore-2-5th-edition,amical,friendly,,,adjective,,none,166
tricolore-2-5th-edition,amitiés (at end of letter),best wishes,,,noun,,communication,166
tricolore-2-5th-edition,amusant,enjoyable,,,adjective,,none,166
tricolore-2-5th-edition,amuser,"to enjoy yourself, to have a good time",s',,verb,,time-dates,166
tricolore-2-5th-edition,américain,American,,,adjective,,none,166
tricolore-2-5th-edition,Amérique (f) du Nord/du Sud,North/South America,l',,noun,,travel,166
tricolore-2-5th-edition,ananas,pineapple,un,,noun,,none,166
tricolore-2-5th-edition,anglais,English,,,adjective,,none,166
tricolore-2-5th-edition,Angleterre (f),England,l',,noun,,none,166
tricolore-2-5th-edition,animal (pl animaux),animal,un,animaux,noun,,none,166
tricolore-2-5th-edition,anneau (pl anneaux),ring,un,anneaux,noun,,none,166
tricolore-2-5th-edition,anniversaire,birthday,un,,noun,,none,166
tricolore-2-5th-edition,année,year,une,,noun,,time-dates,166
tricolore-2-5th-edition,Antarctique (m),Antarctic,l',,noun,,none,166
tricolore-2-5th-edition,août,August,,,noun,,time-dates,166
tricolore-2-5th-edition,appareil,on the phone,à l',,phrase,,communication,166
tricolore-2-5th-edition,appareil photo,camera,un,,noun,,hobby,166
tricolore-2-5th-edition,appartement,"flat, apartment",un,,noun,,home,166
tricolore-2-5th-edition,appeler,to call,,,verb,,none,166
tricolore-2-5th-edition,appeler,to be called,s',,verb,,none,166
tricolore-2-5th-edition,apporter,to bring,,,verb,,none,166
tricolore-2-5th-edition,apprendre,to learn,,,verb,,none,166
tricolore-2-5th-edition,approcher de,to approach,s',,verb,,none,166
tricolore-2-5th-edition,après,after,,,preposition,,none,166
tricolore-2-5th-edition,après-demain,the day after tomorrow,,,adverb,,time-dates,166
tricolore-2-5th-edition,après-midi,afternoon,un,,noun,,time-dates,166
tricolore-2-5th-edition,aquarium,aquarium,un,,noun,,none,166
tricolore-2-5th-edition,arabe,Arab,,,adjective,,none,166
tricolore-2-5th-edition,arbitre,referee,un,,noun,,profession,166
tricolore-2-5th-edition,arbre,tree,un,,noun,,none,166
tricolore-2-5th-edition,argent (m),money,l',,noun,,shopping,166
tricolore-2-5th-edition,armoire,wardrobe,une,,noun,,home,166
tricolore-2-5th-edition,arobase,@ ('at' sign),un,,noun,,none,166
tricolore-2-5th-edition,arriver,to arrive,,,verb,,none,166
tricolore-2-5th-edition,arrivée (f),arrival,l',,noun,,travel,166
tricolore-2-5th-edition,arrêt (d'autobus),(bus) stop,un,,noun,,none,166
tricolore-2-5th-edition,arrêter,to stop,s',,verb,,none,166
tricolore-2-5th-edition,art (m),art,l',,noun,,none,166
tricolore-2-5th-edition,article,article,un,,noun,,none,166
tricolore-2-5th-edition,arène,arena,une,,noun,,none,166
tricolore-2-5th-edition,ascenseur,lift,un,,noun,,none,166
tricolore-2-5th-edition,Asie (f),Asia,l',,noun,,none,166
tricolore-2-5th-edition,asperges (f pl),asparagus,des,,noun,,none,166
tricolore-2-5th-edition,aspirateur,vacuum cleaner,un,,noun,,none,166
tricolore-2-5th-edition,aspirine (f),aspirin,l',,noun,,health,166
tricolore-2-5th-edition,asseoir,to sit down,s',,verb,,none,166
tricolore-2-5th-edition,assez,quite,,,adverb,,none,166
tricolore-2-5th-edition,assiette,plate,une,,noun,,none,166
tricolore-2-5th-edition,assiette de charcuterie,plate of cold meats,,,phrase,,weather,166
tricolore-2-5th-edition,assis,sitting (down),,,adjective,,none,166
tricolore-2-5th-edition,assuré,guaranteed,,,adjective,,none,166
tricolore-2-5th-edition,asthmatique,asthmatic,,,adjective,,health,166
tricolore-2-5th-edition,astronaute,astronaut,un(e),,noun,,profession,166
tricolore-2-5th-edition,athlétisme (m),athletics,l',,noun,,hobby,166
tricolore-2-5th-edition,atroce,"awful, atrocious",,,adjective,,none,166
tricolore-2-5th-edition,attendre,to wait (for),,,verb,,none,166
tricolore-2-5th-edition,atterrir,to land,,,verb,,none,166
tricolore-2-5th-edition,attraper,to catch,,,verb,,none,166
tricolore-2-5th-edition,au revoir,goodbye,,,phrase,,communication,166
tricolore-2-5th-edition,aujourd'hui,today,,,adverb,,time-dates,166
tricolore-2-5th-edition,aussi,"also, as well",,,adverb,,none,166
tricolore-2-5th-edition,Australie (f),Australia,l',,noun,,none,166
tricolore-2-5th-edition,auteur,author,un,,noun,,profession,166
tricolore-2-5th-edition,automne (m),autumn,l',,noun,,time-dates,166
tricolore-2-5th-edition,autoroute,motorway,une,,noun,,travel,166
tricolore-2-5th-edition,autre,other,,,adjective,,none,166
tricolore-2-5th-edition,autrement,otherwise,,,adverb,,none,166
tricolore-2-5th-edition,Autriche (f),Austria,l',,noun,,none,166
tricolore-2-5th-edition,avance,in advance,en,,phrase,,none,166
tricolore-2-5th-edition,avant,before,,,preposition,,none,166
tricolore-2-5th-edition,avant-hier,the day before yesterday,,,adverb,,time-dates,166
tricolore-2-5th-edition,avantage,advantage,un,,noun,,none,166
tricolore-2-5th-edition,avec,with,,,preposition,,none,166
tricolore-2-5th-edition,avenir (m),future,l',,noun,,time-dates,166
tricolore-2-5th-edition,aventure,adventure,une,,noun,,none,166
tricolore-2-5th-edition,avez-vous ...?,do you have ...? (from avoir),,,phrase,,none,166
tricolore-2-5th-edition,avion,plane,un,,noun,,travel,166
tricolore-2-5th-edition,avis,opinion,un,,noun,,none,166
tricolore-2-5th-edition,avoir,to have,,,verb,,none,166
tricolore-2-5th-edition,avril,April,,,noun,,time-dates,166
tricolore-2-5th-edition,aéroport,airport,un,,noun,,travel,166
tricolore-2-5th-edition,aîné,"older, oldest",,,adjective,,none,166
tricolore-2-5th-edition,bac(calauréat),school leaving certificate for university entrance,le,,noun,,school,166
tricolore-2-5th-edition,badminton,badminton,le,,noun,,none,166
tricolore-2-5th-edition,bagages (m pl),luggage,les,,noun,,travel,166
tricolore-2-5th-edition,bagages à main,hand luggage,,,phrase,,health,166
tricolore-2-5th-edition,baguette,French loaf,une,,noun,,none,166
tricolore-2-5th-edition,baigner,"to go swimming, to bathe",se,,verb,,hobby,166
tricolore-2-5th-edition,baisser,to lower,,,verb,,none,166
tricolore-2-5th-edition,bal,dance,un,,noun,,none,166
tricolore-2-5th-edition,balade,"ride, walk",une,,noun,,none,166
tricolore-2-5th-edition,baleine,whale,une,,noun,,none,166
tricolore-2-5th-edition,balle,(small) ball,une,,noun,,none,166
tricolore-2-5th-edition,ballon,ball,un,,noun,,none,166
tricolore-2-5th-edition,banane,banana,une,,noun,,food,166
tricolore-2-5th-edition,banc,"bench, seat",un,,noun,,none,166
tricolore-2-5th-edition,bande dessinée (BD),"cartoon strip, comic (book)",une,,noun,,hobby,166
tricolore-2-5th-edition,banque,bank,une,,noun,,city-places,166
tricolore-2-5th-edition,barbe à papa,candyfloss,la,,noun,,none,166
tricolore-2-5th-edition,barquette,"punnet, pack",une,,noun,,food,166
tricolore-2-5th-edition,bas (basse),low,,,adjective,,none,166
tricolore-2-5th-edition,basket,basketball,le,,noun,,none,166
tricolore-2-5th-edition,baskets (f pl),trainers,les,,noun,,shopping,166
tricolore-2-5th-edition,bassin,"pool, pond",un,,noun,,none,166
tricolore-2-5th-edition,bataille,battle,une,,noun,,none,166
tricolore-2-5th-edition,bateau,boat,un,,noun,,travel,166
tricolore-2-5th-edition,BD (bande dessinée),"cartoon strip, comic (book)",une,,noun,,hobby,166
tricolore-2-5th-edition,"beau (bel, belle, beaux, belles)",beautiful,,,adjective,,none,166
tricolore-2-5th-edition,beau-frère,brother-in-law,un,,noun,,family,166
tricolore-2-5th-edition,beau-père,father-in-law,un,,noun,,family,166
tricolore-2-5th-edition,beaucoup,"a lot, many",,,adverb,,none,166
tricolore-2-5th-edition,beaucoup de ...,a lot of ...,,,phrase,,none,166
tricolore-2-5th-edition,bec,beak,le,,noun,,none,166
tricolore-2-5th-edition,belge,Belgian,,,adjective,,none,166
tricolore-2-5th-edition,Belgique,Belgium,la,,noun,,none,166
tricolore-2-5th-edition,belle-mère,stepmother; mother-in-law,une,,noun,,family,166
tricolore-2-5th-edition,belle-sœur,sister-in-law,une,,noun,,family,166
tricolore-2-5th-edition,berger,shepherd,un,,noun,,profession,166
tricolore-2-5th-edition,beurk!,yuck!,,,phrase,,none,166
tricolore-2-5th-edition,beurre,butter,le,,noun,,food,166
tricolore-2-5th-edition,bibliothèque,library,la,,noun,,city-places,166
tricolore-2-5th-edition,bien,"fine, well",,,adverb,,none,166
tricolore-2-5th-edition,bien sûr,of course,,,phrase,,none,166
tricolore-2-5th-edition,bientôt,soon,,,adverb,,time-dates,166
tricolore-2-5th-edition,bille,marble,une,,noun,,none,166
tricolore-2-5th-edition,billet,"ticket, banknote",un,,noun,,travel,166
tricolore-2-5th-edition,biologie,biology,la,,noun,,school,166
tricolore-2-5th-edition,biscuit,plain biscuit,un,,noun,,food,166
tricolore-2-5th-edition,bière,beer,une,,noun,,none,166
tricolore-2-5th-edition,blanc (blanche),white,,,adjective,,none,166
tricolore-2-5th-edition,blessé,"hurt, injured",,,adjective,,health,166
tricolore-2-5th-edition,bleu,blue,,,adjective,,none,166
tricolore-2-5th-edition,bleu marine (inv. does not change form),navy blue,,,phrase,,none,166
tricolore-2-5th-edition,blog (m),blog,un,,noun,,communication,166
tricolore-2-5th-edition,boire,to drink,,,verb,,food,166
tricolore-2-5th-edition,boisson,drink,une,,noun,,food,166
tricolore-2-5th-edition,bol,bowl,un,,noun,,none,166
tricolore-2-5th-edition,bon (bonne),good,,,adjective,,none,166
tricolore-2-5th-edition,bon appétit,enjoy your meal,,,phrase,,food,166
tricolore-2-5th-edition,bon appétit!,enjoy your meal!,,,phrase,,food,166
tricolore-2-5th-edition,bon voyage,have a good journey,,,phrase,,travel,166
tricolore-2-5th-edition,bonbon,sweet,un,,noun,,food,166
tricolore-2-5th-edition,bondir,to leap,,,verb,,none,166
tricolore-2-5th-edition,bonhomme de neige,snowman,un,,noun,,none,166
tricolore-2-5th-edition,bonjour,"hello, good morning",,,phrase,,communication,166
tricolore-2-5th-edition,bonne heure,early,de,,phrase,,none,166
tricolore-2-5th-edition,bord,on board,à,,phrase,,none,166
tricolore-2-5th-edition,bord de la mer,at the seaside,au,,phrase,,vacation,166
tricolore-2-5th-edition,bottes (f pl),boots,des,,noun,,shopping,166
tricolore-2-5th-edition,bouche,mouth,la,,noun,,health,166
tricolore-2-5th-edition,boucherie,butcher's shop,une,,noun,,profession,166
tricolore-2-5th-edition,boue,mud,la,,noun,,none,166
tricolore-2-5th-edition,bouger,to move,,,verb,,none,166
tricolore-2-5th-edition,bouillabaisse,fish stew (from Provence),la,,noun,,food,166
tricolore-2-5th-edition,boulanger (boulangère),baker,un(e),,noun,,profession,166
tricolore-2-5th-edition,boulangerie,baker's,une,,noun,,profession,166
tricolore-2-5th-edition,boule de glace,a scoop of ice cream,une,,noun,,none,166
tricolore-2-5th-edition,boum,party,une,,noun,,hobby,166
tricolore-2-5th-edition,bouteille,bottle,une,,noun,,none,166
tricolore-2-5th-edition,bouton,button,un,,noun,,none,166
tricolore-2-5th-edition,boîte,"tin, box/disco, club",une,,noun,,hobby,166
tricolore-2-5th-edition,branche,branch,une,,noun,,none,166
tricolore-2-5th-edition,brancher,to plug (in),,,verb,,none,166
tricolore-2-5th-edition,bras,arm,le,,noun,,health,166
tricolore-2-5th-edition,"bras dessus, bras dessous",arm in arm,,,phrase,,health,166
tricolore-2-5th-edition,brique de,a carton of,une,,noun,,none,166
tricolore-2-5th-edition,brouillard,fog,le,,noun,,weather,166
tricolore-2-5th-edition,brouiller,to blur,,,verb,,none,166
tricolore-2-5th-edition,bruit,noise,un,,noun,,none,166
tricolore-2-5th-edition,brun,brown,,,adjective,,none,166
tricolore-2-5th-edition,Bruxelles,Brussels,,,noun,,none,166
tricolore-2-5th-edition,Brésil,Brazil,le,,noun,,none,166
tricolore-2-5th-edition,buffet,buffet,le,,noun,,none,166
tricolore-2-5th-edition,bulle,speech bubble,une,,noun,,none,166
tricolore-2-5th-edition,bureau,office,un,,noun,,city-places,166
tricolore-2-5th-edition,but,goal,un,,noun,,none,166
tricolore-2-5th-edition,bâtiment,building,un,,noun,,none,166
tricolore-2-5th-edition,bâtonnet,(ice) lolly,un,,noun,,none,166
tricolore-2-5th-edition,bébé,baby,un,,noun,,family,166
tricolore-2-5th-edition,cabane,cabin,une,,noun,,none,166
tricolore-2-5th-edition,cacher,to hide,,,verb,,none,166
tricolore-2-5th-edition,cadeau,"gift, present",un,,noun,,shopping,166
tricolore-2-5th-edition,café,café; coffee,un,,noun,,restaurant,166
tricolore-2-5th-edition,café crème,white coffee,un,,noun,,restaurant,166
tricolore-2-5th-edition,cahier,exercise book,un,,noun,,school,166
tricolore-2-5th-edition,caisse,cash desk,la,,noun,,shopping,166
tricolore-2-5th-edition,en automne,in autumn,,,phrase,,time-dates,166
tricolore-2-5th-edition,en bateau,by boat,,,phrase,,travel,166
tricolore-2-5th-edition,en bras de chemise,in shirt sleeves,,,phrase,,shopping,166
tricolore-2-5th-edition,j'ai ... ans,I am ... years old,,,phrase,,time-dates,166
tricolore-2-5th-edition,je m'appelle ...,my name is ...,,,phrase,,personal-info,166
tricolore-2-5th-edition,le bouton Aide,help button (on website),,,phrase,,communication,166
tricolore-2-5th-edition,marquer un but,to score a goal,,,verb,,none,166
tricolore-2-5th-edition,un bureau de tabac,tobacconist's,,,phrase,,none,166
tricolore-2-5th-edition,un bureau des renseignements,information office,,,phrase,,city-places,166
tricolore-2-5th-edition,un match amical,friendly (game),,,phrase,,hobby,166
tricolore-2-5th-edition,une boîte aux lettres,letterbox,,,phrase,,none,166
tricolore-2-5th-edition,"à (au, à la, à l', aux)","in, at, to",,,preposition,,none,166
tricolore-2-5th-edition,à bientôt,see you soon,,,phrase,,time-dates,166
tricolore-2-5th-edition,à mon avis,in my opinion,,,phrase,,none,166
tricolore-2-5th-edition,à voix basse,speaking quietly,,,phrase,,none,166
tricolore-2-5th-edition,âgé,old,,,adjective,,none,166
tricolore-2-5th-edition,ça,that,,,other,,none,166
tricolore-2-5th-edition,ça dépend,it depends,,,phrase,,none,166
tricolore-2-5th-edition,ça ne fait rien,it doesn't matter,,,phrase,,none,166
tricolore-2-5th-edition,ça va?,all right?,,,phrase,,none,166
tricolore-2-5th-edition,(bien) équipé,(well) equipped,,,adjective,,none,168
tricolore-2-5th-edition,(à) droite,(on the) right,,,phrase,,none,168
tricolore-2-5th-edition,au-dessus de,above,,,phrase,,none,168
tricolore-2-5th-edition,dessus,on top,,,adverb,,none,168
tricolore-2-5th-edition,destination,destination,une,,noun,,none,168
tricolore-2-5th-edition,deux,two,,,other,,none,168
tricolore-2-5th-edition,deuxième,second,,,other,,none,168
tricolore-2-5th-edition,devant,in front of,,,preposition,,none,168
tricolore-2-5th-edition,deviner,to guess,,,verb,,none,168
tricolore-2-5th-edition,devoir,to have to,,,verb,,none,168
tricolore-2-5th-edition,devoirs (m pl),homework,les,,noun,,school,168
tricolore-2-5th-edition,dictionnaire,dictionary,un,,noun,,school,168
tricolore-2-5th-edition,difficile,difficult,,,adjective,,none,168
tricolore-2-5th-edition,différent,different,,,adjective,,none,168
tricolore-2-5th-edition,dimanche,Sunday,,,noun,,time-dates,168
tricolore-2-5th-edition,dinde,turkey,la,,noun,,food,168
tricolore-2-5th-edition,dinosaure,dinosaur,un,,noun,,none,168
tricolore-2-5th-edition,dire,to say,,,verb,,none,168
tricolore-2-5th-edition,directement,directly,,,adverb,,none,168
tricolore-2-5th-edition,discothèque,disco(theque),une,,noun,,hobby,168
tricolore-2-5th-edition,discussion,discussion,une,,noun,,none,168
tricolore-2-5th-edition,discuter,"to talk about, to discuss",,,verb,,none,168
tricolore-2-5th-edition,disparaître,to disappear,,,verb,,none,168
tricolore-2-5th-edition,distinguer,"to distinguish, to make out",,,verb,,none,168
tricolore-2-5th-edition,dix,ten,,,other,,none,168
tricolore-2-5th-edition,doigt,finger,un,,noun,,health,168
tricolore-2-5th-edition,doigt de pied,toe,un,,noun,,health,168
tricolore-2-5th-edition,donc,"so, therefore",,,other,,none,168
tricolore-2-5th-edition,donner,to give,,,verb,,none,168
tricolore-2-5th-edition,donnez-moi ...,give me ...,,,phrase,,none,168
tricolore-2-5th-edition,dont,"of which, whose",,,other,,none,168
tricolore-2-5th-edition,dormir,to sleep,,,verb,,none,168
tricolore-2-5th-edition,dossier,file,un,,noun,,communication,168
tricolore-2-5th-edition,doucement,gently,,,adverb,,none,168
tricolore-2-5th-edition,drapeau,flag,un,,noun,,none,168
tricolore-2-5th-edition,dur,hard,,,adjective,,none,168
tricolore-2-5th-edition,durer,to last,,,verb,,none,168
tricolore-2-5th-edition,détail,detail,un,,noun,,none,168
tricolore-2-5th-edition,détective,detective,un(e),,noun,,profession,168
tricolore-2-5th-edition,détendre,to relax,,,verb,,none,168
tricolore-2-5th-edition,détester,to hate,,,verb,,none,168
tricolore-2-5th-edition,dîner,dinner,le,,noun,,food,168
tricolore-2-5th-edition,dîner,to have dinner,,,verb,,food,168
tricolore-2-5th-edition,e-mail,email,un,,noun,,communication,168
tricolore-2-5th-edition,eau (f),water,l',,noun,,food,168
tricolore-2-5th-edition,effacer,"to erase, to delete",,,verb,,none,168
tricolore-2-5th-edition,effet de serre (m),greenhouse effect,l',,noun,,none,168
tricolore-2-5th-edition,effet optique,visual effect,un,,noun,,none,168
tricolore-2-5th-edition,effrayant,frightening,,,adjective,,none,168
tricolore-2-5th-edition,emploi du temps,timetable,un,,noun,,school,168
tricolore-2-5th-edition,en,in,,,preposition,,none,168
tricolore-2-5th-edition,en Europe,in Europe,,,phrase,,none,168
tricolore-2-5th-edition,en ville,in town,,,phrase,,city-places,168
tricolore-2-5th-edition,en été,in summer,,,phrase,,time-dates,168
tricolore-2-5th-edition,encore,"more, again",,,adverb,,none,168
tricolore-2-5th-edition,endormir,"to fall asleep, to go to sleep",s',,verb,,none,168
tricolore-2-5th-edition,enfant,child,un(e),,noun,,family,168
tricolore-2-5th-edition,enlever,"to take away, to remove",,,verb,,none,168
tricolore-2-5th-edition,ennemi(e),enemy,un(e),,noun,,none,168
tricolore-2-5th-edition,ennuyer,to get bored,s',,verb,,none,168
tricolore-2-5th-edition,ennuyeux (ennuyeuse),boring,,,adjective,,none,168
tricolore-2-5th-edition,enrouler,to wind around,,,verb,,weather,168
tricolore-2-5th-edition,ensemble,together,,,adverb,,none,168
tricolore-2-5th-edition,ensuite,next,,,adverb,,time-dates,168
tricolore-2-5th-edition,entendre,to hear,,,verb,,none,168
tricolore-2-5th-edition,entier (entière),"entire, whole",,,adjective,,none,168
tricolore-2-5th-edition,entraînement (m),training,l',,noun,,none,168
tricolore-2-5th-edition,entre,between,,,preposition,,none,168
tricolore-2-5th-edition,entrer,to entre,,,verb,,none,168
tricolore-2-5th-edition,entrée (f),entrance (ticket),une,,noun,,travel,168
tricolore-2-5th-edition,environ,about,,,adverb,,none,168
tricolore-2-5th-edition,envoyer,to send,,,verb,,none,168
tricolore-2-5th-edition,EPS (éducation physique et sportive) (f),PE,l',,noun,,none,168
tricolore-2-5th-edition,erreur,mistake,une,,noun,,none,168
tricolore-2-5th-edition,escalier,staircase,un,,noun,,home,168
tricolore-2-5th-edition,escargots (m pl),snails,des,,noun,,food,168
tricolore-2-5th-edition,espace (m),space,l',,noun,,none,168
tricolore-2-5th-edition,Espagne (f),Spain,l',,noun,,none,168
tricolore-2-5th-edition,espagnol,Spanish,,,adjective,,none,168
tricolore-2-5th-edition,essai,"trial, a try",un,,noun,,none,168
tricolore-2-5th-edition,essayer,to try,,,verb,,none,168
tricolore-2-5th-edition,essentiel (essentielle),essential,,,adjective,,none,168
tricolore-2-5th-edition,est,he/she is,il/elle,,verb,,none,168
tricolore-2-5th-edition,est (m),east,l',,noun,,travel,168
tricolore-2-5th-edition,est-ce qu'il y a ...?,is/are there ...?,,,phrase,,none,168
