collection	unit	source_type	status	orientation	content_type	level	section	qa	notes
goethe-a1-fit1-exam-training-2	page-048	pdf	verified	0	[]	A1	""	pass	
goethe-a1-fit1-exam-training-2	page-049	pdf	verified	0	[]	A1	""	pass	
goethe-a1-fit1-exam-training-2	page-050	pdf	verified	0	[]	A1	""	pass	
goethe-a1-fit1-exam-training-2	page-051	pdf	verified	0	[]	A1	""	pass	
goethe-a1-fit1-exam-training-2	page-052	pdf	verified	0	[cover]	A1	""	pass	
goethe-a1-fit1-exam-training-2	listening	audio	pending		listening-audio	A1		pending	
goethe-a1-fit1-vocabulary-list	page-001	pdf	verified	0	[cover]	A1	""	pass	
goethe-a1-fit1-vocabulary-list	page-002	pdf	verified	0	[intro]	A1	""	pass	
goethe-a1-fit1-vocabulary-list	page-003	pdf	verified	0	[toc]	A1	""	pass	
goethe-a1-fit1-vocabulary-list	page-004	pdf	verified	0	[intro]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-005	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-006	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-007	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-008	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-009	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-010	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-011	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-012	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-013	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-014	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-015	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-016	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-017	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-018	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-019	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-020	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-021	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-022	pdf	verified	0	[intro]	A1	""	pass	
goethe-a1-fit1-vocabulary-list	page-023	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-024	pdf	verified	0	[vocabulary, intro]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-025	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-026	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-027	pdf	verified	0	[vocabulary]	A1	vocabulary	pass	
goethe-a1-fit1-vocabulary-list	page-028	pdf	verified	0	[cover]	A1	""	pass	
netzwerk-a1-test-booklet	page-001	pdf	verified	0	[cover]	A1		pass	
netzwerk-a1-test-booklet	page-002	pdf	verified	0	[intro]	A1		pass	
netzwerk-a1-test-booklet	page-003	pdf	verified	0	[toc, intro]	A1		pass	
netzwerk-a1-test-booklet	page-004	pdf	verified	0	[intro, instructions]	A1		pass	
netzwerk-a1-test-booklet	page-005	pdf	verified	0	[toc]	A1		pass	
netzwerk-a1-test-booklet	page-006	pdf	verified	0	[exercise, listening-sheet]	A1		pass	
netzwerk-a1-test-booklet	page-007	pdf	verified	0	[exercise]	A1		pass	
netzwerk-a1-test-booklet	page-008	pdf	verified	0	[exercise, reading-text, writing-prompt, instructions]	A1		pass	
netzwerk-a1-test-booklet	page-009	pdf	verified	0	[chapter-opener, exercise, listening-sheet, vocabulary]	A1		pass	
netzwerk-a1-test-booklet	page-010	pdf	verified	0	[exercise]	A1		pass	
netzwerk-a1-test-booklet	page-011	pdf	verified	0	[exercise, writing-prompt, speaking-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-012	pdf	verified	0	[chapter-opener, listening-sheet, exercise, reading-text]	A1		pass	
netzwerk-a1-test-booklet	page-013	pdf	verified	0	[exercise]	A1		pass	
netzwerk-a1-test-booklet	page-014	pdf	verified	0	[exercise, vocabulary, speaking-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-015	pdf	verified	0	[chapter-opener, exercise, listening-sheet, vocabulary, grammar-box]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-016	pdf	verified	0	[reading-text, exercise]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-017	pdf	verified	0	[exercise, writing-prompt, speaking-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-018	pdf	verified	0	[chapter-opener, exercise, listening-sheet]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-019	pdf	verified	0	[exercise, review, grammar-box]	A1		pass	
netzwerk-a1-test-booklet	page-020	pdf	verified	0	[exercise, reading-text, writing-prompt, speaking-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-021	pdf	verified	0	[chapter-opener, listening-sheet, exercise, vocabulary, review]	A1		pass	
netzwerk-a1-test-booklet	page-022	pdf	verified	0	[exercise, reading-text, dialogue]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-023	pdf	verified	0	[exercise, writing-prompt, speaking-prompt, picture-story]	A1	schreiben	pass	
netzwerk-a1-test-booklet	page-024	pdf	verified	0	[chapter-opener, exercise, listening-sheet, review]	A1		pass	
netzwerk-a1-test-booklet	page-025	pdf	verified	0	[exercise, reading-text]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-026	pdf	verified	0	[exercise, reading-text, writing-prompt]	A1	schreiben	pass	
netzwerk-a1-test-booklet	page-027	pdf	verified	0	[exercise, writing-prompt, speaking-prompt]	A1	schreiben	pass	
netzwerk-a1-test-booklet	page-028	pdf	verified	0	[chapter-opener, exercise, listening-sheet, vocabulary, review]	A1		pass	
netzwerk-a1-test-booklet	page-029	pdf	verified	0	[exercise]	A1		pass	
netzwerk-a1-test-booklet	page-030	pdf	verified	0	[exercise, reading-text, writing-prompt, speaking-prompt, review]	A1		pass	
netzwerk-a1-test-booklet	page-031	pdf	verified	0	[listening-sheet, exercise]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-032	pdf	verified	0	[exercise, reading-text, dialogue]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-033	pdf	verified	0	[exercise, writing-prompt, speaking-prompt, reading-text]	A1	schreiben	pass	
netzwerk-a1-test-booklet	page-034	pdf	verified	0	[chapter-opener, listening-sheet, exercise, grammar-box]	A1		pass	
netzwerk-a1-test-booklet	page-035	pdf	verified	0	[exercise, writing-prompt]	A1	schreiben	pass	
netzwerk-a1-test-booklet	page-036	pdf	verified	0	[exercise, instructions, reading-text, speaking-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-037	pdf	verified	0	[exercise, listening-sheet]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-038	pdf	verified	0	[exercise, review, reading-text]	A1		pass	
netzwerk-a1-test-booklet	page-039	pdf	verified	0	[exercise, reading-text]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-040	pdf	verified	0	[writing-prompt, speaking-prompt, review]	A1		pass	
netzwerk-a1-test-booklet	page-041	pdf	verified	0	[exercise, listening-sheet, reading-text, writing-prompt]	A1		pass	
netzwerk-a1-test-booklet	page-042	pdf	verified	0	[exercise, reading-text]	A1	lesen	pass	
netzwerk-a1-test-booklet	page-043	pdf	verified	0	[writing-prompt, speaking-prompt, exercise, instructions, picture-story]	A1		pass	
netzwerk-a1-test-booklet	page-044	pdf	verified	0	[audio-script, dialogue]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-045	pdf	verified	0	[audio-script, dialogue]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-046	pdf	verified	0	[audio-script, listening-sheet]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-047	pdf	verified	0	[audio-script]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-048	pdf	verified	0	[audio-script]	A1	hoeren	pass	
netzwerk-a1-test-booklet	page-049	pdf	verified	0	[answer-key]	A1	answer-key	pass	
netzwerk-a1-test-booklet	page-050	pdf	verified	0	[answer-key]	A1	answer-key	pass	
netzwerk-a1-test-booklet	page-051	pdf	verified	0	[answer-key]	A1	answer-key	pass	
netzwerk-a1-test-booklet	page-052	pdf	verified	0	[answer-key]	A1	answer-key	pass	
netzwerk-a1-test-booklet	page-053	pdf	verified	0	[answer-key]	A1	answer-key	pass	
netzwerk-a1-test-booklet	page-054	pdf	verified	0	[instructions]	A1		pass	
netzwerk-a1-test-booklet	page-055	pdf	verified	0	[instructions]	A1		pass	
netzwerk-a1-test-booklet	page-056	pdf	verified	0	[toc]	A1		pass	
netzwerk-a1-kursbuch	page-001	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-002	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-003	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-004	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-005	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-006	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-007	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-008	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-009	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-010	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-011	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-012	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-013	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-014	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-015	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-016	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-017	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-018	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-019	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-020	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-021	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-022	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-023	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-024	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-025	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-026	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-027	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-028	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-029	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-030	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-031	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-032	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-033	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-034	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-035	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-036	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-037	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-038	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-039	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-040	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-041	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-042	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-043	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-044	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-045	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-046	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-047	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-048	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-049	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-050	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-051	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-052	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-053	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-054	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-055	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-056	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-057	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-058	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-059	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-060	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-061	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-062	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-063	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-064	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-065	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-066	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-067	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-068	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-069	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-070	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-071	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-072	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-073	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-074	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-075	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-076	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-077	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-078	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-079	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-080	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-081	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-082	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-083	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-084	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-085	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-086	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-087	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-088	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-089	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-090	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-091	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-092	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-093	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-094	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-095	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-096	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-097	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-098	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-099	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-100	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-101	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-102	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-103	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-104	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-105	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-106	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-107	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-108	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-109	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-110	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-111	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-112	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-113	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-114	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-115	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-116	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-117	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-118	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-119	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-120	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-121	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-122	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-123	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-124	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-125	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-126	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-127	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-128	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-129	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-130	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-131	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-132	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-133	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-134	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-135	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-136	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-137	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-138	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-139	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-140	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-141	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-142	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-143	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-144	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-145	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-146	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-147	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-148	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-149	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-150	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-151	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-152	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-153	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-154	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-155	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-156	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-157	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-158	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-159	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-160	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-161	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-162	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-163	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-164	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-165	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-166	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-167	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-168	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-169	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-170	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-171	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-172	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-173	pdf	pending	unknown		A1		pending	
netzwerk-a1-kursbuch	page-174	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-001	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-002	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-003	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-004	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-005	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-006	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-007	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-008	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-009	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-010	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-011	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-012	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-013	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-014	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-015	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-016	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-017	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-018	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-019	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-020	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-021	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-022	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-023	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-024	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-025	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-026	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-027	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-028	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-029	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-030	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-031	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-032	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-033	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-034	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-035	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-036	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-037	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-038	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-039	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-040	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-041	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-042	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-043	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-044	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-045	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-046	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-047	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-048	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-049	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-050	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-051	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-052	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-053	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-054	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-055	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-056	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-057	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-058	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-059	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-060	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-061	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-062	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-063	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-064	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-065	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-066	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-067	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-068	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-069	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-070	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-071	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-072	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-073	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-074	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-075	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-076	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-077	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-078	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-079	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-080	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-081	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-082	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-083	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-084	pdf	pending	unknown		A1		pending	
goyal-a1-young-learners	page-085	pdf	pending	unknown		A1		pending	
