collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
tricolore-1-5th-edition,,Exercise 1b,5,fill-in,Complète les phrases.,"Normalement, le ciel est b___ .",,,,,,bleu,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,5,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (5),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,6,short-answer,C'est quelle saison?,C'est quelle saison? C'est août.,,,,,,l'été,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,6,fill-in,Complète les phrases.,"En automne, il y a du v___ .",,,,,,vent,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,6,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (6),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,7,short-answer,C'est quelle saison?,C'est quelle saison? C'est avril.,,,,,,le printemps,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,7,fill-in,Complète les phrases.,"Quelquefois, il y a du b___ .",,,,,,brouillard,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,7,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (7),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1a,8,short-answer,C'est quelle saison?,C'est quelle saison? C'est le jour de l'An.,,,,,,l'hiver,A1,weather,066
tricolore-1-5th-edition,,Exercise 1b,8,fill-in,Complète les phrases.,"En hiver, il fait f___ .",,,,,,froid,A1,weather,066
tricolore-1-5th-edition,listening,Exercise 3,8,fill-in,Écris 1–8. Écoute et écris le mot.,Écris 1–8. Écoute et écris le mot. (8),,,,,,,A1,none,066
tricolore-1-5th-edition,,Exercise 1b,9,fill-in,Complète les phrases.,Il fait souvent m___ .,,,,,,mauvais,A1,weather,066
tricolore-1-5th-edition,writing,Exercise 5,1,writing-task,Où habites-tu? Quel temps fait-il? Qu'est-ce que tu fais quand il fait mauvais ou quand il fait beau? Écris quelques phrases.,Où habites-tu? Quel temps fait-il? Qu'est-ce que tu fais quand il fait mauvais ou quand il fait beau? Écris quelques phrases.,,,,,,(open-ended),A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,1,fill-in,Think of a suitable weather phrase to complete these sentences.,"Quand il ___, je reste à la maison.",,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,1,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.","Un mois au printemps qui commence par un 'a', c'est quel mot?",,,,,,avril,A1,weather,067
tricolore-1-5th-edition,grammar,Dossier-langue,2,fill-in,Think of a suitable weather phrase to complete these sentences.,"Quand il ___, je joue au football.",,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,2,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'a'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,3,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mot qui décrit le temps et qui commence par un 'b'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,4,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mot qui décrit le temps et qui commence par un 'c'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,5,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mois en hiver qui commence par un 'd'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,6,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'é'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,7,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Un mois en automne qui commence par un 'o'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,speaking,Exercise 6,8,short-answer,"Travaillez à deux. A pose la question. B répond. Après deux questions, changez de rôle.",Une saison qui commence par un 'h'.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,a,matching,Regarde les photos et trouve le texte qui correspond.,Il neige souvent à la montagne en hiver. Le ski est très populaire.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,b,matching,Regarde les photos et trouve le texte qui correspond.,Beaucoup de cafés ont une terrasse. C'est agréable quand il fait beau.,,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,c,matching,Regarde les photos et trouve le texte qui correspond.,"En hiver, il ne fait pas très froid et en été, il fait chaud. On cultive des pêches et des raisins.",,,,,,,A1,weather,067
tricolore-1-5th-edition,reading,Exercise 4,d,matching,Regarde les photos et trouve le texte qui correspond.,Il y a des volets aux fenêtres. On ferme les volets quand il fait très chaud.,,,,,,,A1,weather,067
tricolore-1-5th-edition,listening,Exercise 1a,1,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo.,,,,,,A,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Marc joue au rugby.,,,,,,Marc joue au basket.,A1,hobby,068
tricolore-1-5th-edition,speaking,Exercise 2,1,speaking-task,"À deux, lisez la conversation, puis changez les sports.","À deux, lisez la conversation, puis changez les sports.",,,,,,(open-ended),A1,hobby,068
tricolore-1-5th-edition,grammar,Dossier-langue,1,short-answer,Why is the word different here?,jouer au football / jouer au volley / jouer au tennis — Why is the word different here? (jouer aux cartes),,,,,,,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,2,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (2),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,2,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Claire et Thomas jouent au badminton.,,,,,,Claire et Thomas jouent au volley.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,3,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (3),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,3,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Ibrahim joue au football.,,,,,,Ibrahim joue au hockey.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,4,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (4),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,4,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Paul et Yannick jouent au hockey.,,,,,,Paul et Yannick jouent au football.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,5,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (5),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,5,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Simon joue au golf.,,,,,,Simon joue au tennis.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,6,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (6),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,6,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Sophie joue au tennis.,,,,,,Sophie joue au golf.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,7,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (7),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,7,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Daniel et Luc jouent au volley.,,,,,,Daniel et Luc jouent au tennis de table.,A1,hobby,068
tricolore-1-5th-edition,listening,Exercise 1a,8,matching,Écris 1–8. Écoute et trouve la bonne photo.,Écris 1–8. Écoute et trouve la bonne photo. (8),,,,,,,A1,hobby,068
tricolore-1-5th-edition,reading,Exercise 1b,8,short-answer,Lis les phrases et corrige les erreurs.,Corrige l'erreur: Jonathan et Nicole jouent au tennis de table.,,,,,,Jonathan et Nicole jouent au badminton.,A1,hobby,068
tricolore-1-5th-edition,grammar,Exercise 3,1,multiple-choice,Choisis le bon mot.,Je (joue/joues/jouent) au hockey.,joue,joues,jouent,,,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,1,fill-in,Complète les phrases.,"Au collège, est-ce que vous [icon: volleyball net] ?",,,,,,jouez au volley?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,2,multiple-choice,Choisis le bon mot.,Tu (joue/joues/jouez) beaucoup?,joue,joues,jouez,,,joues,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,2,fill-in,Complète les phrases.,"Non, mais nous [icon: basketball hoop] .",,,,,,jouons au basket,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,3,multiple-choice,Choisis le bon mot.,Ma fille (joues/joue/jouons) dans sa chambre.,joues,joue,jouons,,,joue,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3a,fill-in,Complète les phrases.,"Et toi, tu [icon: badminton racket and shuttlecock] ?",,,,,,joues au badminton?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,3b,fill-in,Complète les phrases.,"Oui, je [icon: badminton racket and shuttlecock] .",,,,,,joue au badminton,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,4,multiple-choice,Choisis le bon mot.,"Nous (jouons/jouez/jouent) avec Pierre, maman.",jouons,jouez,jouent,,,jouons,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,4,fill-in,Complète les phrases.,"Et ton frère, est-ce qu'il [icon: hockey sticks] ?",,,,,,joue au hockey?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,5,multiple-choice,Choisis le bon mot.,Vous (joue/jouent/jouez) au badminton?,joue,jouent,jouez,,,jouez,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5a,fill-in,Complète les phrases.,Est-ce que tes parents [icon: tennis racket and balls] ?,,,,,,jouent au tennis?,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,5b,fill-in,Complète les phrases.,"Oui, ils [icon: tennis racket and balls] .",,,,,,jouent au tennis,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 3,6,multiple-choice,Choisis le bon mot.,Ils (joues/jouons/jouent) dans le jardin.,joues,jouons,jouent,,,jouent,A1,hobby,069
tricolore-1-5th-edition,grammar,Exercise 4,6,fill-in,Complète les phrases.,"Et mon grand-père [icon: golf club] , mais sur l'ordinateur!",,,,,,joue au golf,A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,a,writing-task,Écris six phrases sur six sports ou jeux différents.,Écris six phrases sur six sports ou jeux différents.,,,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,writing,Exercise 5,b,writing-task,Écris un paragraphe sur le sport et les jeux. Ça peut être de la part d'une personnalité célèbre. (It can be on behalf of a famous celebrity.),Écris un paragraphe sur le sport et les jeux. Ça peut être de la part d'une personnalité célèbre.,,,,,,(open-ended),A1,hobby,069
tricolore-1-5th-edition,reading,Exercise 1b,1,true-false,Vrai ou faux?,Jojo aime le fromage.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,10,true-false,Vrai ou faux?,Les trois animaux mangent le fromage.,,,,,,Faux – Seule Jojo mange le fromage.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,2,true-false,Vrai ou faux?,Elle trouve du fromage dans le jardin.,,,,,,Faux – Elle trouve du fromage dans la cuisine.,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,3,true-false,Vrai ou faux?,Jojo commence à manger le fromage.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,4,true-false,Vrai ou faux?,"Tom, le chat, arrive.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,5,true-false,Vrai ou faux?,La souris chasse le chat dans le salon.,,,,,,Faux – Tom chasse Jojo dans le salon (pas l'inverse).,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,6,true-false,Vrai ou faux?,Tom saute sur Jojo mais il n'attrape pas Jojo.,,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,7,true-false,Vrai ou faux?,"Jojo entre dans la salle à manger, Tom aussi.",,,,,,"Faux – Jojo entre dans la salle de bains, pas la salle à manger.",A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,8,true-false,Vrai ou faux?,"Jojo rentre dans la cuisine, mais le chat est là aussi.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,reading,Exercise 1b,9,true-false,Vrai ou faux?,"Butch, le chien, entre dans la cuisine.",,,,,,Vrai,A1,mixed,070
tricolore-1-5th-edition,listening,Exercise 2,1,matching,Écoute et trouve les paires.,François ...,,,,,,b (adore le camping),A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,1,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix Gladiateur,,,,,,Asterix the Gladiator,A1,hobby,071
tricolore-1-5th-edition,writing,Exercise 3b,1,writing-task,"Invente un personnage de bande dessinée, par exemple, un animal comique comme un rat ou un gorille. Décris le personnage ou invente une petite histoire.","Invente un personnage de bande dessinée, par exemple, un animal comique comme un rat ou un gorille. Décris le personnage ou invente une petite histoire.",,,,,,(open-ended),A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,10,matching,Écoute et trouve les paires.,"Quand il pleut, Nicolas ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,listening,Exercise 2,2,matching,Écoute et trouve les paires.,Christine et sa famille ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,2,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix aux Jeux Olympiques,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,3,matching,Écoute et trouve les paires.,"En hiver, Jean-Marc et Sandrine ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,3,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Le Cadeau de César,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,4,matching,Écoute et trouve les paires.,"En été, Jean-Marc et Sandrine ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,4,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Astérix chez les Belges,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,5,matching,Écoute et trouve les paires.,M. et Mme Duval ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,5,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Tintin en Amérique,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,6,matching,Écoute et trouve les paires.,Mathilde ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,6,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? L'Île Noire,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,7,matching,Écoute et trouve les paires.,Nicolas et Isabelle ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,7,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Les Sept Boules de Cristal,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,8,matching,Écoute et trouve les paires.,Isabelle ...,,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 3a,8,short-answer,Voici les titres des albums d'Astérix et de Tintin. Quels sont les titres en anglais?,Quels sont les titres en anglais? Le Temple du Soleil,,,,,,,A1,hobby,071
tricolore-1-5th-edition,listening,Exercise 2,9,matching,Écoute et trouve les paires.,"Le soir, Nicolas et ses amis ...",,,,,,,A1,vacation,071
tricolore-1-5th-edition,reading,Exercise 1a,1,fill-in,Lis le message et complète le résumé.,Nathan a un petit (1) ___ difficile.,,,,,,frère,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1b,1,short-answer,Relis le message de Nathan. Trouve au moins dix verbes. Fais une liste.,Relis le message de Nathan. Trouve au moins dix verbes. Fais une liste.,,,,,,(open-ended),A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,1,fill-in,Complète les phrases d'Anne Active.,"Au printemps, nous (organiser) la maison,...",,,,,,organisons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,10,fill-in,Lis le message et complète le résumé.,et il (10) ___ .,,,,,,danse,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,10,fill-in,Complète les phrases d'Anne Active.,...mais ils (écouter) des chants à la radio.,,,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,11,fill-in,Complète les phrases d'Anne Active.,"Mais le 25 décembre, nous (fêter) Noël tous ensemble.",,,,,,fêtons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,2,fill-in,Lis le message et complète le résumé.,Léo partage une (2) ___ avec Nathan.,,,,,,chambre,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,2,fill-in,Complète les phrases d'Anne Active.,...mais les Paresseux (surfer) sur le Net!,,,,,,surfent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,3,fill-in,Lis le message et complète le résumé.,Mais Léo est (3) ___ .,,,,,,méchant,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,3,fill-in,Complète les phrases d'Anne Active.,"En été, nous (jouer) au tennis...",,,,,,jouons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,4,fill-in,Lis le message et complète le résumé.,Il (4) ___ sur le lit.,,,,,,saute,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,4,fill-in,Complète les phrases d'Anne Active.,...mais les Paresseux (regarder) le tennis à la télé.,,,,,,regardent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,5,fill-in,Lis le message et complète le résumé.,Il (5) ___ sur les murs.,,,,,,dessine,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,5,fill-in,Complète les phrases d'Anne Active.,"Le soir, nous (danser) dans une boîte,...",,,,,,dansons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,6,fill-in,Lis le message et complète le résumé.,Il (6) ___ les bonbons de Nathan.,,,,,,mange,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,6,fill-in,Complète les phrases d'Anne Active.,...mais ils (écouter) de la musique à la maison.,,,,,,écoutent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,7,fill-in,Lis le message et complète le résumé.,Il (7) ___ sur sa tablette.,,,,,,joue,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,7,fill-in,Complète les phrases d'Anne Active.,"En automne, nous (travailler) dans le jardin,...",,,,,,travaillons,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,8,fill-in,Lis le message et complète le résumé.,"Quand Nathan (8) ___ ,",,,,,,travaille,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,8,fill-in,Complète les phrases d'Anne Active.,...mais ils (rester) à la maison - ils (consulter) des livres.,,,,,,restent / consultent,A1,family,072
tricolore-1-5th-edition,reading,Exercise 1a,9,fill-in,Lis le message et complète le résumé.,Léo (9) ___,,,,,,chante,A1,family,072
tricolore-1-5th-edition,reading,Exercise 2,9,fill-in,Complète les phrases d'Anne Active.,"Au mois de décembre, nous (chanter) des chants de Noël,...",,,,,,chantons,A1,family,072
tricolore-1-5th-edition,grammar,Exercise 3,1,fill-in,Complète les phrases.,Je ___ des crêpes. (préparer),,,,,,prépare,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,1,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 1,J'adore le sport.,Je n'aime pas le sport.,,,,Je n'aime pas le sport.,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,1,multiple-choice,Écoute et choisis la bonne réponse.,Marc adore ...,les animaux,la musique,le sport,,,le sport,A1,hobby,073
tricolore-1-5th-edition,speaking,Exercise 5,1,speaking-task,"Lisez la conversation, puis inventez une conversation différente.","Lisez la conversation, puis inventez une conversation différente.",,,,,,(open-ended),A1,communication,073
tricolore-1-5th-edition,grammar,Exercise 3,2,fill-in,Complète les phrases.,Tu ___ au concert? (chanter),,,,,,chantes,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,2,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 2,Je retrouve des amis.,Je range le salon.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,2,multiple-choice,Écoute et choisis la bonne réponse.,Il joue au football ...,avec son frère,avec des amis,le samedi,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,3,fill-in,Complète les phrases.,Il ___ les chiens. (détester),,,,,,déteste,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,3,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 3,Nous dansons ensemble.,Nous discutons ensemble.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,3,multiple-choice,Écoute et choisis la bonne réponse.,Il joue au tennis dans ...,le parc,le jardin,la rue,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,4,fill-in,Complète les phrases.,Elle ___ dans le jardin. (travailler),,,,,,travaille,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,4,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 4,Nous écoutons de la musique.,Nous jouons au Monopoly.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,4,multiple-choice,Écoute et choisis la bonne réponse.,"Quand il fait mauvais, il regarde ... à la télé.",du sport,un film,un jeu,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,5,fill-in,Complète les phrases.,Nous ___ sur le Net. (surfer),,,,,,surfons,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,5,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 5,Je joue à la console.,Je joue aux cartes.,,,,,A1,hobby,073
tricolore-1-5th-edition,listening,Exercise 4b,5,multiple-choice,Écoute et choisis la bonne réponse.,Il n'aime pas beaucoup ...,les chiens,les jeux vidéo,la musique,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,6,fill-in,Complète les phrases.,"Vous ___ , Anne et Lucie? (travailler)",,,,,,travaillez,A1,daily-routine,073
tricolore-1-5th-edition,listening,Exercise 4a,6,multiple-choice,Écoute et choisis la bonne réponse.,Anne: item 6,Je prépare un gâteau.,Je regarde une vidéo.,,,,,A1,hobby,073
tricolore-1-5th-edition,grammar,Exercise 3,7,fill-in,Complète les phrases.,Ils ___ le rugby? (aimer),,,,,,aiment,A1,daily-routine,073
tricolore-1-5th-edition,grammar,Exercise 3,8,fill-in,Complète les phrases.,Elles ___ un DVD. (regarder),,,,,,regardent,A1,daily-routine,073
tricolore-1-5th-edition,reading,Exercise 1,1,short-answer,Réponds en anglais.,When is the science festival held?,,,,,,In October.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,1,short-answer,,Comment ça se dit en anglais? On regarde un film à la télé?,,,,,,Shall we watch a film on TV?,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,1,speaking-task,"À deux, proposez des activités, selon le temps (according to the weather).",Il fait beau. Proposez quatre activités d'extérieur.,,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,1,fill-in,Complète les phrases.,"Quand il fait mauvais, on ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,2,short-answer,Réponds en anglais.,Name some of the activities mentioned.,,,,,,"Exhibitions, laboratory visits, visits to natural/industrial sites, conferences, cinema, shows.",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,2,short-answer,,"Comment ça se dit en anglais? Il pleut, alors on surfe sur Internet?",,,,,,,A1,mixed,074
tricolore-1-5th-edition,speaking,Exercise 3a,2,speaking-task,"À deux, proposez des activités, selon le temps (according to the weather).",Il fait mauvais. Proposez trois activités d'intérieur.,,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,writing,Exercise 3b,2,fill-in,Complète les phrases.,"Quand il y a du soleil, nous ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,3,short-answer,Réponds en anglais.,Do people have to pay to attend?,,,,,,"No, everything is free (tout est gratuit).",A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,3,short-answer,,"Comment ça se dit en anglais? À Pâques, on mange des œufs en chocolat.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,3,fill-in,Complète les phrases.,"Quand je suis à la maison, je ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 1,4,short-answer,Réponds en anglais.,About how many people attend?,,,,,,More than one million people.,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,4,short-answer,,"Comment ça se dit en anglais? À Aïd-el-Fitr, on prépare un grand repas.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,writing,Exercise 3b,4,fill-in,Complète les phrases.,"Quand il neige, ...",,,,,,(open-ended),A1,weather,074
tricolore-1-5th-edition,reading,Exercise 2,5,short-answer,,"Comment ça se dit en anglais? À Diwali, on allume des lampes.",,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,6,short-answer,,Comment ça se dit en anglais? On ne joue pas au foot dans la cuisine.,,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,7,short-answer,,"Comment ça se dit en anglais? Il fait beau, on joue au tennis?",,,,,,,A1,mixed,074
tricolore-1-5th-edition,reading,Exercise 2,8,short-answer,,Comment ça se dit en anglais? On ne parle pas anglais en France.,,,,,,,A1,mixed,074
tricolore-1-5th-edition,listening,Exercise 4a,1,fill-in,Écoute et complète les phrases.,Luc est à ___ .,,,,,,Bordeaux,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,1,short-answer,Écoute et réponds aux questions.,Qui téléphone à Nicole?,,,,,,Max,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,1,fill-in,Complète les phrases.,"Strasbourg, le 24 (1) ___",,,,,,janvier,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6b,1,writing-task,Écris une carte postale.,Écris une carte postale. Où es-tu? Avec qui? Quel temps fait-il? Qu'est-ce que tu fais/vous faites?,,,,,,(open-ended),A1,travel,075
tricolore-1-5th-edition,listening,Exercise 4a,2,fill-in,Écoute et complète les phrases.,On joue un match de ___ .,,,,,,basket,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4b,2,short-answer,Écoute et réponds aux questions.,Qui travaille sur l'ordinateur?,,,,,,,A1,communication,075
tricolore-1-5th-edition,writing,Exercise 6a,2,fill-in,Complète les phrases.,On (2) ___ trois jours ici.,,,,,,passe,A1,communication,075
tricolore-1-5th-edition,listening,Exercise 4a,3,fill-in,Écoute et complète les phrases.,Il fait ___ . (Bordeaux),,,,,,,A1,communication,075
