collection,section,part,item,item_type,question,option_a,option_b,option_c,correct_answer,level,topic,source_page
goyal-a1-young-learners,vocabulary,Übung 1,5,matching,Ordne die Gegenstände den richtigen Zahlen zu. — Nr. 5 (Wortliste: der Stuhl – der CD-Player – der Tisch – das Bücherregal – das Sofa – die Lampe – der Fernseher – die Vase – der Teppich – das Bild),,,,,A1,home,037
goyal-a1-young-learners,vocabulary,Übung 1,6,matching,Ordne die Gegenstände den richtigen Zahlen zu. — Nr. 6 (Wortliste: der Stuhl – der CD-Player – der Tisch – das Bücherregal – das Sofa – die Lampe – der Fernseher – die Vase – der Teppich – das Bild),,,,,A1,home,037
goyal-a1-young-learners,vocabulary,Übung 1,7,matching,Ordne die Gegenstände den richtigen Zahlen zu. — Nr. 7 (Wortliste: der Stuhl – der CD-Player – der Tisch – das Bücherregal – das Sofa – die Lampe – der Fernseher – die Vase – der Teppich – das Bild),,,,,A1,home,037
goyal-a1-young-learners,vocabulary,Übung 1,8,matching,Ordne die Gegenstände den richtigen Zahlen zu. — Nr. 8 (Wortliste: der Stuhl – der CD-Player – der Tisch – das Bücherregal – das Sofa – die Lampe – der Fernseher – die Vase – der Teppich – das Bild),,,,,A1,home,037
goyal-a1-young-learners,vocabulary,Übung 1,9,matching,Ordne die Gegenstände den richtigen Zahlen zu. — Nr. 9 (Wortliste: der Stuhl – der CD-Player – der Tisch – das Bücherregal – das Sofa – die Lampe – der Fernseher – die Vase – der Teppich – das Bild),,,,,A1,home,037
goyal-a1-young-learners,writing,Übung 2,1,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das ein Schrank? (Bild: rotes Würfelregal mit Büchern),,,,"Nein, das ist kein Schrank. Das ist ein Bücherregal.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,1,matching,Verbinde die Gegenstände mit ihren Pronomen. — der Tisch,,,,er,A1,home,038
goyal-a1-young-learners,writing,Übung 3,10,matching,Verbinde die Gegenstände mit ihren Pronomen. — das Bild,,,,es,A1,home,038
goyal-a1-young-learners,writing,Übung 3,11,matching,Verbinde die Gegenstände mit ihren Pronomen. — das Wohnzimmer,,,,es,A1,home,038
goyal-a1-young-learners,writing,Übung 3,12,matching,Verbinde die Gegenstände mit ihren Pronomen. — das Bücherregal,,,,es,A1,home,038
goyal-a1-young-learners,writing,Übung 2,2,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das ein Sofa? (Bild: Holzbett),,,,"Nein, das ist kein Sofa. Das ist ein Bett.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,2,matching,Verbinde die Gegenstände mit ihren Pronomen. — die Küche,,,,sie,A1,home,038
goyal-a1-young-learners,writing,Übung 2,3,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das ein Fernseher? (Bild: Computermonitor mit Tower und Maus),,,,"Nein, das ist kein Fernseher. Das ist ein Computer.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,3,matching,Verbinde die Gegenstände mit ihren Pronomen. — das Sofa,,,,es,A1,home,038
goyal-a1-young-learners,writing,Übung 2,4,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das ein Tisch? (Bild: grüner Bürostuhl),,,,"Nein, das ist kein Tisch. Das ist ein Stuhl.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,4,matching,Verbinde die Gegenstände mit ihren Pronomen. — der Fernseher,,,,er,A1,home,038
goyal-a1-young-learners,writing,Übung 2,5,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das eine Vase? (Bild: gelbe Schreibtischlampe),,,,"Nein, das ist keine Vase. Das ist eine Lampe.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,5,matching,Verbinde die Gegenstände mit ihren Pronomen. — die Dusche,,,,sie,A1,home,038
goyal-a1-young-learners,writing,Übung 2,6,short-answer,Antworte mit nein und kein wie im Beispiel. — Ist das ein CD-Player? (Bild: Flachbildfernseher mit Landschaft),,,,"Nein, das ist kein CD-Player. Das ist ein Fernseher.",A1,home,038
goyal-a1-young-learners,writing,Übung 3,6,matching,Verbinde die Gegenstände mit ihren Pronomen. — der Stuhl,,,,er,A1,home,038
goyal-a1-young-learners,writing,Übung 3,7,matching,Verbinde die Gegenstände mit ihren Pronomen. — das Bett,,,,es,A1,home,038
goyal-a1-young-learners,writing,Übung 3,8,matching,Verbinde die Gegenstände mit ihren Pronomen. — der Garten,,,,er,A1,home,038
goyal-a1-young-learners,writing,Übung 3,9,matching,Verbinde die Gegenstände mit ihren Pronomen. — die Vase,,,,sie,A1,home,038
goyal-a1-young-learners,writing,Übung 4,1,writing-task,"Kreuz an und schreib einen kurzen Text: Wo wohnst du? (Wohnform, Lage, Größe, Ausstattung ankreuzen und einen kurzen Text mit Ich wohne … schreiben)",,,,(open-ended),A1,home,039
goyal-a1-young-learners,listening,Übung 5,1,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — das Bad (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,nicht sehr groß,A1,home,040
goyal-a1-young-learners,speaking,Übung 6,1,speaking-task,Bilde kurze Dialoge mit den Wörtern aus Übung 5. (Beispiel: Wie ist das Bad? – Es ist nicht sehr groß.),,,,(open-ended),A1,home,040
goyal-a1-young-learners,writing,Übung 7,1,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meine Wohnung?,,,,Ich finde deine Wohnung wunderschön.,A1,home,040
goyal-a1-young-learners,listening,Übung 5,2,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — der Garten (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,2,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meinen Garten?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,listening,Übung 5,3,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — die Küche (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,3,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meine Küche?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,listening,Übung 5,4,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — das Arbeitszimmer (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,4,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du mein Wohnzimmer?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,listening,Übung 5,5,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — das Schlafzimmer (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,5,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meinen Computer?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,listening,Übung 5,6,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — das Wohnzimmer (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,6,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du mein Sofa?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,listening,Übung 5,7,matching,"Hör zu, verbinde die passenden Teile und bilde dann Sätze wie im Beispiel. — der Abstellraum (Adjektive: gemütlich / klein / praktisch / groß / nützlich / nicht sehr groß / sehr schön)",,,,,A1,home,040
goyal-a1-young-learners,writing,Übung 7,7,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meinen Schreibtisch?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,writing,Übung 7,8,short-answer,Beantworte die Fragen mit den vorgegebenen Adjektiven (schön – modern – toll – hell – wunderschön – fantastisch – gemütlich – praktisch – klein – groß). — Wie findest du meine Lampe?,,,,(open-ended),A1,home,040
goyal-a1-young-learners,reading,Übung 8a,1,true-false,Lies Patricks Beschreibung von seinem Zimmer. Richtig (R) oder falsch (F)? — Patrick teilt das Zimmer mit seiner Schwester Sonja.,Richtig,Falsch,,Falsch,A1,home,041
goyal-a1-young-learners,writing,Übung 8b,1,writing-task,"Wie sieht dein Zimmer aus? Beschreibe es. (Leitfragen zu Zimmer teilen, Größe, Möbel, Aktivitäten helfen dabei.)",,,,(open-ended),A1,home,041
goyal-a1-young-learners,reading,Übung 8a,2,true-false,Lies Patricks Beschreibung von seinem Zimmer. Richtig (R) oder falsch (F)? — Patrick findet sein Zimmer in Ordnung.,Richtig,Falsch,,Richtig,A1,home,041
goyal-a1-young-learners,reading,Übung 8a,3,true-false,Lies Patricks Beschreibung von seinem Zimmer. Richtig (R) oder falsch (F)? — Patricks Zimmer ist sehr groß.,Richtig,Falsch,,Falsch,A1,home,041
goyal-a1-young-learners,reading,Übung 8a,4,true-false,Lies Patricks Beschreibung von seinem Zimmer. Richtig (R) oder falsch (F)? — Patrick hat nicht viel Platz in seinem Zimmer.,Richtig,Falsch,,Falsch,A1,home,041
goyal-a1-young-learners,reading,Übung 8a,5,true-false,Lies Patricks Beschreibung von seinem Zimmer. Richtig (R) oder falsch (F)? — Patrick macht Hausaufgaben in seinem Zimmer.,Richtig,Falsch,,Richtig,A1,home,041
goyal-a1-young-learners,writing,Übung 9,1,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Mein Zimmer ___ mir sehr gut.,,,,gefällt,A1,home,042
goyal-a1-young-learners,listening,Übung 11,1,fill-in,"Herr Schwarz sucht eine neue Wohnung und geht in ein Maklerbüro. Hör den Dialog an und hilf der Angestellten, das Formular (FRANZ Immobilien AG) auszufüllen: Kunde, Haustyp, Anzahl der Zimmer, Ausstattung, Miete/Monat.",,,,,A1,home,042
goyal-a1-young-learners,writing,Übung 9,10,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Es ist groß und sehr ___.,,,,bequem,A1,home,042
goyal-a1-young-learners,writing,Übung 9,2,fill-in,"Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Hier mache ich meine ___,",,,,Hausaufgaben,A1,home,042
goyal-a1-young-learners,writing,Übung 9,3,fill-in,"Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — lerne für die ___,",,,,Schule,A1,home,042
goyal-a1-young-learners,writing,Übung 9,4,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Ich habe auch einen ___ mit Internetanschluss.,,,,Computer,A1,home,042
goyal-a1-young-learners,writing,Übung 9,5,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Ich ___ im Internet,,,,surfe,A1,home,042
goyal-a1-young-learners,writing,Übung 9,6,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — und schicke meinen Freunden und Freundinnen ___.,,,,viele E-Mails,A1,home,042
goyal-a1-young-learners,writing,Übung 9,7,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Ich habe einen ___.,,,,Kleiderschrank,A1,home,042
goyal-a1-young-learners,writing,Übung 9,8,fill-in,"Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Meine Mutter sagt aber, der ___ ist ok.",,,,Schrank,A1,home,042
goyal-a1-young-learners,writing,Übung 9,9,fill-in,Tinas Zimmer. Ergänze die fehlenden Wörter (Schule – gefällt – Computer – Kleiderschrank – viele E-Mails – bequem – Hausaufgaben – liebe – surfe – Schrank). — Ich ___ mein Bett!,,,,liebe,A1,home,042
goyal-a1-young-learners,writing,Übung 12,1,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Herr Weigel (Bild: Tasse Kaffee),,,,"Herr Weigel, was möchten Sie trinken? Eine Tasse Kaffee?",A1,food,043
goyal-a1-young-learners,writing,Übung 13,1,writing-task,Schreibe kurze Dialoge. — Glas Mineralwasser durchgestrichen / Dose Cola,,,,"Trinkst du ein Glas Mineralwasser? – Nein, ich trinke lieber eine Dose Cola.",A1,food,043
goyal-a1-young-learners,writing,Übung 12,2,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Stefan (Bild: Dose Cola),,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 13,2,writing-task,Schreibe kurze Dialoge. — Tasse Tee durchgestrichen / Tasse Kaffee,,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 12,3,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Herr Meier (Bild: Glas Bier),,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 13,3,writing-task,Schreibe kurze Dialoge. — Glas Bier durchgestrichen / Glas Rotwein,,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 12,4,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Frau Klein (Bild: Tasse Tee),,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 13,4,writing-task,Schreibe kurze Dialoge. — Dose Cola durchgestrichen / Dose Orangenlimonade,,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 12,5,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Martina (Bild: Wasserflasche),,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 13,5,writing-task,Schreibe kurze Dialoge. — Glas Rotwein durchgestrichen / Wasserflasche,,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 12,6,writing-task,Biete den verschiedenen Personen etwas zu trinken an. — Herr Weiß (Bild: Glas Rotwein),,,,(open-ended),A1,food,043
goyal-a1-young-learners,writing,Übung 14,1,fill-in,"Ergänze den Dialog (Wortbank: geht es, Tag, gut, möchten Sie, gern, bitte, danke). — Guten ___, Herr Becker.",,,,Tag,A1,communication,044
goyal-a1-young-learners,vocabulary,Übung 15,1,multiple-choice,Welches Wort passt nicht? — ein Glas,Wasser,Apfelsaft,Kaffee,Kaffee,A1,food,044
goyal-a1-young-learners,,Übung 16,1,matching,Verbinde die Fragen mit den passenden Antworten. — Ein Glas Mineralwasser?,,,,"e. Ja, ein Glas Wasser trinke ich gern.",A1,mixed,044
goyal-a1-young-learners,writing,Übung 14,2,fill-in,"Ergänze den Dialog (Wortbank: geht es, Tag, gut, möchten Sie, gern, bitte, danke). — Wie ___ Ihnen?",,,,geht es,A1,communication,044
goyal-a1-young-learners,vocabulary,Übung 15,2,multiple-choice,Welches Wort passt nicht? — eine Tasse,Tee,Kaffee,Bier,Bier,A1,food,044
goyal-a1-young-learners,,Übung 16,2,matching,Verbinde die Fragen mit den passenden Antworten. — Was trinken Sie? Ein Glas Wein?,,,,"d. Nein, danke, ich trinke keinen Alkohol.",A1,mixed,044
goyal-a1-young-learners,writing,Übung 14,3,fill-in,"Ergänze den Dialog (Wortbank: geht es, Tag, gut, möchten Sie, gern, bitte, danke). — Gut, ___. Und Ihnen?",,,,danke,A1,communication,044
goyal-a1-young-learners,vocabulary,Übung 15,3,multiple-choice,Welches Wort passt nicht? — eine Flasche,Bier,Schokolade,Wein,Schokolade,A1,food,044
goyal-a1-young-learners,,Übung 16,3,matching,Verbinde die Fragen mit den passenden Antworten. — Möchtest du einen Apfelsaft?,,,,"b. Nein, ich möchte lieber eine Limonade.",A1,mixed,044
goyal-a1-young-learners,writing,Übung 14,4,fill-in,"Ergänze den Dialog (Wortbank: geht es, Tag, gut, möchten Sie, gern, bitte, danke). — Herr Becker, ___ etwas trinken?",,,,möchten Sie,A1,communication,044
goyal-a1-young-learners,vocabulary,Übung 15,4,multiple-choice,Welches Wort passt nicht? — eine Dose,Cola,Bier,Wein,Wein,A1,food,044
goyal-a1-young-learners,,Übung 16,4,matching,"Verbinde die Fragen mit den passenden Antworten. — Wie geht's dir, Markus?",,,,"f. Gut, danke.",A1,mixed,044
goyal-a1-young-learners,writing,Übung 14,5,fill-in,"Ergänze den Dialog (Wortbank: geht es, Tag, gut, möchten Sie, gern, bitte, danke). — Ja, ___. Eine Tasse Kaffee, bitte.",,,,gern,A1,communication,044
goyal-a1-young-learners,,Übung 16,5,matching,Verbinde die Fragen mit den passenden Antworten. — Was möchtest du trinken?,,,,"a. Ich möchte eine Cola, bitte.",A1,mixed,044
goyal-a1-young-learners,,Übung 16,6,matching,"Verbinde die Fragen mit den passenden Antworten. — Geht's Ihnen gut, Herr Kohl?",,,,"c. Ja, mir geht's sehr gut.",A1,mixed,044
goyal-a1-young-learners,writing,Übung 17,1,writing-task,Was sagen Tina und Brigitte? — Sprechblase 1 (zwei Mädchen mit einem Kätzchen im Garten),,,,(open-ended),A1,hobby,045
goyal-a1-young-learners,writing,Übung 18,1,writing-task,"Bilde Sätze, die einen Sinn ergeben. (Satzbaukasten: Ich/Rita/Meine Freunde/Du/Wir + haben-Form + Artikel + Tier: Hund, Goldfische, Pferd, Hamster, Katze, Kanarienvögel, Kaninchen, Maus …)",,,,(open-ended),A1,hobby,045
goyal-a1-young-learners,writing,Übung 17,2,writing-task,Was sagen Tina und Brigitte? — Sprechblase 2,,,,(open-ended),A1,hobby,045
goyal-a1-young-learners,writing,Übung 19,1,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Eva einen Kanarienvogel?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,1,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Melanie ist ___ Jahre alt.,,,,15,A1,hobby,046
goyal-a1-young-learners,writing,Übung 20b,1,writing-task,Stelle nach dem Muster von oben kurz ein anderes Haustier vor.,,,,(open-ended),A1,hobby,046
goyal-a1-young-learners,writing,Übung 19,2,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Lukas ein Pferd?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,2,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Sie liebt ___ .,,,,Tiere,A1,hobby,046
goyal-a1-young-learners,writing,Übung 19,3,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Daniel einen Papagei?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,3,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Sie hat ___ ___ .,,,,einen Hund,A1,hobby,046
goyal-a1-young-learners,writing,Übung 19,4,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Julian einen Hund?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,4,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Er heißt ___,,,,Wolfi,A1,hobby,046
goyal-a1-young-learners,writing,Übung 19,5,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Franziska einen Hamster?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,5,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — und ist ___ Jahre alt.,,,,zwei,A1,hobby,046
goyal-a1-young-learners,writing,Übung 19,6,short-answer,"Finde heraus, wer welches Tier besitzt, und beantworte die Fragen wie im Beispiel. — Hat Lisa einen Goldfisch?",,,,,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,6,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Melanie und ___ spielen jeden Tag zusammen.,,,,Wolfi,A1,hobby,046
goyal-a1-young-learners,reading,Übung 20a,7,fill-in,Melanie erzählt von ihrem Hund. Lies und ergänze. — Wolfi ___ Würste.,,,,mag,A1,hobby,046
goyal-a1-young-learners,writing,Übung 21,1,short-answer,Antworte wie im Beispiel. — Hast du einen Hund?,,,,Einen Hund? Ich habe viele Hunde!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,1,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Italien",,,,Sprache: Italienisch; Hauptstadt: Rom,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,2,short-answer,Antworte wie im Beispiel. — Hast du eine Katze?,,,,Eine Katze? Ich habe viele Katzen!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,2,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Frankreich",,,,Sprache: Französisch; Hauptstadt: Paris,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,3,short-answer,Antworte wie im Beispiel. — Hast du einen Goldfisch?,,,,Einen Goldfisch? Ich habe viele Goldfische!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,3,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Österreich",,,,Sprache: Deutsch; Hauptstadt: Wien,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,4,short-answer,Antworte wie im Beispiel. — Hast du einen Hamster?,,,,Einen Hamster? Ich habe viele Hamster!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,4,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — England",,,,Sprache: Englisch; Hauptstadt: London,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,5,short-answer,Antworte wie im Beispiel. — Hast du ein Kaninchen?,,,,Ein Kaninchen? Ich habe viele Kaninchen!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,5,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Spanien",,,,Sprache: Spanisch; Hauptstadt: Madrid,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,6,short-answer,Antworte wie im Beispiel. — Hast du einen Kanarienvogel?,,,,Einen Kanarienvogel? Ich habe viele Kanarienvögel!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,6,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Deutschland",,,,Sprache: Deutsch; Hauptstadt: Berlin,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,7,short-answer,Antworte wie im Beispiel. — Hast du eine Schildkröte?,,,,Eine Schildkröte? Ich habe viele Schildkröten!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,7,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Schweiz",,,,Sprache: Deutsch/Französisch/Italienisch; Hauptstadt: Bern,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 21,8,short-answer,Antworte wie im Beispiel. — Hast du ein Pferd?,,,,Ein Pferd? Ich habe viele Pferde!,A1,hobby,047
goyal-a1-young-learners,writing,Übung 22,8,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Polen",,,,Sprache: Polnisch; Hauptstadt: Warschau,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 22,9,matching,"Verbinde Land, Sprache und Hauptstadt und schreib Sätze wie im Beispiel. — Marokko",,,,Sprache: Arabisch; Hauptstadt: Rabat,A1,personal-info,047
goyal-a1-young-learners,writing,Übung 23,1,short-answer,Woher kommen die Schülerinnen und Schüler? — John: GB,,,,John kommt aus England.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,1,speaking-task,Frag und antworte wie im Beispiel. — John (GB),,,,Woher kommt John? – Er kommt aus England. Was spricht er? – Er spricht Englisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,2,short-answer,Woher kommen die Schülerinnen und Schüler? — Miyuki: Jap,,,,Miyuki kommt aus Japan.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,2,speaking-task,Frag und antworte wie im Beispiel. — Miyuki (Jap),,,,Woher kommt Miyuki? – Sie kommt aus Japan. Was spricht sie? – Sie spricht Japanisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,3,short-answer,Woher kommen die Schülerinnen und Schüler? — Marek: PL,,,,Marek kommt aus Polen.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,3,speaking-task,Frag und antworte wie im Beispiel. — Marek (PL),,,,Woher kommt Marek? – Er kommt aus Polen. Was spricht er? – Er spricht Polnisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,4,short-answer,Woher kommen die Schülerinnen und Schüler? — Luca: I,,,,Luca kommt aus Italien.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,4,speaking-task,Frag und antworte wie im Beispiel. — Luca (I),,,,Woher kommt Luca? – Er kommt aus Italien. Was spricht er? – Er spricht Italienisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,5,short-answer,Woher kommen die Schülerinnen und Schüler? — Marie Claire: F,,,,Marie Claire kommt aus Frankreich.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,5,speaking-task,Frag und antworte wie im Beispiel. — Marie Claire (F),,,,Woher kommt Marie Claire? – Sie kommt aus Frankreich. Was spricht sie? – Sie spricht Französisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,6,short-answer,Woher kommen die Schülerinnen und Schüler? — Carmen: SP,,,,Carmen kommt aus Spanien.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,6,speaking-task,Frag und antworte wie im Beispiel. — Carmen (SP),,,,Woher kommt Carmen? – Sie kommt aus Spanien. Was spricht sie? – Sie spricht Spanisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 23,7,short-answer,Woher kommen die Schülerinnen und Schüler? — Ali: TR,,,,Ali kommt aus der Türkei.,A1,personal-info,048
goyal-a1-young-learners,speaking,Übung 24,7,speaking-task,Frag und antworte wie im Beispiel. — Ali (TR),,,,Woher kommt Ali? – Er kommt aus der Türkei. Was spricht er? – Er spricht Türkisch.,A1,personal-info,048
goyal-a1-young-learners,writing,Übung 25,1,matching,"Bilde Sätze, die einen Sinn ergeben (Person + Land + Sprache). — François Bardot (Flagge Frankreich)",,,,François Bardot kommt aus Frankreich. Er spricht Französisch.,A1,personal-info,049
goyal-a1-young-learners,writing,Übung 26,1,matching,Verbinde die Personen mit ihrer Nationalität. Schreib Sätze wie im Beispiel. — Herr Bardot,,,,Franzose,A1,personal-info,049
