collection,section,part,item,item_type,instruction,question,option_a,option_b,option_c,option_d,option_e,correct_answer,level,topic,source_page
cosmopolite-a1-methode,reading,I Compréhension des écrits,2,short-answer,Lisez ce message d'un ami français et répondez aux questions.,Gauthier se lève à quelle heure le matin ?,,,,,,6 h 30.,A1,daily-routine,090
cosmopolite-a1-methode,reading,I Compréhension des écrits,3,multiple-choice,Lisez ce message d'un ami français et répondez aux questions.,"À 7 h 30, Gauthier…",prend son petit déjeuner.,va au travail.,est au bureau.,,,prend son petit déjeuner.,A1,daily-routine,090
cosmopolite-a1-methode,reading,I Compréhension des écrits,4,multiple-choice,Lisez ce message d'un ami français et répondez aux questions.,Quel moyen de transport prend Gauthier pour aller travailler ?,une rangée de vélos en libre-service,une rangée de taxis blancs,un bus articulé blanc et orange,,,une rangée de vélos en libre-service,A1,daily-routine,090
cosmopolite-a1-methode,reading,I Compréhension des écrits,5,multiple-choice,Lisez ce message d'un ami français et répondez aux questions.,"Le soir, Gauthier…",va au restaurant.,mange un sandwich.,n'a pas le temps de dîner.,,,mange un sandwich.,A1,daily-routine,090
cosmopolite-a1-methode,speaking,,1,open-ended,En petits groupes. Répondez. À votre avis…,Vous pouvez voir ou écouter quels médias en langue française dans votre pays ?,,,,,,(open-ended),A1,communication,091
cosmopolite-a1-methode,speaking,,2,open-ended,En petits groupes. Répondez. À votre avis…,Est-ce qu'il y a des journaux ou des magazines francophones en Asie ? En Europe ? En Amérique ? En Afrique ? En Océanie ?,,,,,,(open-ended),A1,communication,091
cosmopolite-a1-methode,reading,,3,matching,En petits groupes. Répondez. À votre avis…,Ces auteurs étrangers écrivent en français ou leurs livres sont traduits en français ?,,,,,,,A1,mixed,092
cosmopolite-a1-methode,reading,,1,short-answer,Lisez le titre de l'article (doc. 1). Identifiez l'institution et le lieu où elle se trouve.,Lisez le titre de l'article (doc. 1). Identifiez l'institution et le lieu où elle se trouve.,,,,,,,A1,school,093
cosmopolite-a1-methode,reading,,2a,short-answer,Lisez l'article (doc. 1). Répondez.,Qui est Sachiko ?,,,,,,,A1,school,093
cosmopolite-a1-methode,reading,,2b,short-answer,Lisez l'article (doc. 1). Répondez.,Pourquoi parle-t-on de Sachiko ?,,,,,,,A1,school,093
cosmopolite-a1-methode,reading,,2c,short-answer,Lisez l'article (doc. 1). Répondez.,Quel est l'objectif de son projet ?,,,,,,,A1,school,093
cosmopolite-a1-methode,speaking,,3,open-ended,En petits groupes. Vous connaissez le principe du journal d'apprentissage ? Vous aimez l'idée ? Pourquoi ?,Vous connaissez le principe du journal d'apprentissage ? Vous aimez l'idée ? Pourquoi ?,,,,,,(open-ended),A1,school,093
cosmopolite-a1-methode,reading,,4a,short-answer,Par deux. Lisez les journaux d'apprentissage d'Akahiko et de Chizu (doc. 2).,Repérez la semaine présentée dans les deux journaux.,,,,,,,A1,school,093
cosmopolite-a1-methode,reading,,4b,matching,Par deux. Lisez les journaux d'apprentissage d'Akahiko et de Chizu (doc. 2).,Relevez l'action qui correspond à chaque photo.,,,,,,,A1,school,093
cosmopolite-a1-methode,writing,,5,writing-task,Par deux.,Listez ce que vous avez fait la semaine dernière pour progresser en français.,,,,,,(open-ended),A1,school,094
cosmopolite-a1-methode,listening,,6a,short-answer,Écoutez l'interview (doc. 3).,Qui est la personne interviewée ?,,,,,,,A1,school,094
cosmopolite-a1-methode,listening,,6b,short-answer,Écoutez l'interview (doc. 3).,Relevez deux expressions du journaliste pour caractériser cette personne.,,,,,,,A1,school,094
cosmopolite-a1-methode,listening,,7a,matching,Par deux. Réécoutez (doc. 3).,Sélectionnez les activités des étudiants. a. des exercices de phonétique b. des interviews c. de la traduction d. des enquêtes e. des mots croisés f. de la cuisine g. un quiz,,,,,,,A1,school,094
cosmopolite-a1-methode,listening,,7b,short-answer,Par deux. Réécoutez (doc. 3).,Relevez le moment précis pour chaque activité sélectionnée.,,,,,,,A1,school,094
cosmopolite-a1-methode,writing,,8,writing-task,Nous créons notre journal d'apprentissage. En petits groupes.,Nous créons notre journal d'apprentissage. Écrivez ce que vous avez fait la semaine dernière pour progresser en français.,,,,,,(open-ended),A1,school,094
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Observez ces extraits des journaux d'apprentissage (doc. 2). Aidez Chizu à compléter la règle.,Observez ces extraits des journaux d'apprentissage (doc. 2). Aidez Chizu à compléter la règle.,,,,,,,A1,school,094
cosmopolite-a1-methode,grammar,Focus langue,b,fill-in,Observez encore les extraits. Complétez.,Observez encore les extraits. Complétez.,,,,,,,A1,school,094
cosmopolite-a1-methode,grammar,Focus langue,c,fill-in,Observez ces phrases. Repérez la place de la négation. Complétez la règle.,Observez ces phrases. Repérez la place de la négation. Complétez la règle.,,,,,,,A1,school,094
cosmopolite-a1-methode,grammar,Focus langue,d,ordering,Classez les expressions de l'activité 7b dans l'ordre chronologique.,Classez les expressions de l'activité 7b dans l'ordre chronologique.,,,,,,,A1,school,094
cosmopolite-a1-methode,reading,,1,short-answer,Observez le site (doc. 1). Identifiez le nom du journal et le titre de l'article.,Observez le site (doc. 1). Identifiez le nom du journal et le titre de l'article.,,,,,,,A1,profession,095
cosmopolite-a1-methode,reading,,2a,short-answer,Par deux. Lisez l'article (doc. 1).,Dans quel pays se trouve l'Acadie ?,,,,,,,A1,profession,095
cosmopolite-a1-methode,reading,,2b,short-answer,Par deux. Lisez l'article (doc. 1).,Quels sont les points communs entre ces personnes ?,,,,,,,A1,profession,095
cosmopolite-a1-methode,reading,,2c,matching,Par deux. Lisez l'article (doc. 1).,Associez les photos aux personnes.,,,,,,,A1,profession,095
cosmopolite-a1-methode,reading,,3,matching,En petits groupes. Relisez (doc. 1). Associez chaque phrase à une personne du top 5.,Associez chaque phrase à une personne du top 5. a. Elles vont chanter dans plusieurs pays. b. Il écrit des articles scientifiques. c. Elle chante en français et en anglais. d. Elles viennent de sortir un album. e. C'est une sportive reconnue. f. Il est très jeune et va participer à un grand match. g. Elle va représenter son pays aux JO.,,,,,,,A1,profession,095
cosmopolite-a1-methode,reading,,4,fill-in,Lisez encore (doc. 1). Pourquoi ces jeunes sont dans le top 5 ? Complétez.,Pourquoi ces jeunes sont dans le top 5 ? Complétez.,,,,,,,A1,profession,095
cosmopolite-a1-methode,speaking,,5,speaking-task,"En petits groupes. Faites le top 5 des jeunes talents de votre pays. Pensez à différentes professions (sportifs, artistes, scientifiques, écrivains, ingénieurs, médecins, etc.).","Faites le top 5 des jeunes talents de votre pays. Pensez à différentes professions (sportifs, artistes, scientifiques, écrivains, ingénieurs, médecins, etc.).",,,,,,(open-ended),A1,profession,095
cosmopolite-a1-methode,listening,,6a,short-answer,Écoutez l'émission diffusée sur Acadie Web Radio (doc. 2). Répondez.,Quel est le thème de l'émission ?,,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,6b,short-answer,Écoutez l'émission diffusée sur Acadie Web Radio (doc. 2). Répondez.,Combien de personnes s'expriment ?,,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,6c,short-answer,Écoutez l'émission diffusée sur Acadie Web Radio (doc. 2). Répondez.,Qui sont-elles ?,,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,6d,short-answer,Écoutez l'émission diffusée sur Acadie Web Radio (doc. 2). Répondez.,Quelles appréciations sont positives ? Négatives ? Pourquoi ?,,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,7,matching,Par deux. Réécoutez (doc. 2). Reconstituez les témoignages.,"Réécoutez (doc. 2). Reconstituez les témoignages. a. Alors moi, je dis bravo les jeunes ! b. Moi, je dis vive le Canada ! c. Nous disons félicitations les jeunes ! d. On dit souvent : e. Nous travaillons dans une entreprise… 1. C'est un pays où les jeunes peuvent s'exprimer. 2. Et bravo au journal pour l'article ! 3. les jeunes ne sont pas courageux. 4. et nos collègues disent parfois du mal des jeunes. 5. Ils vont avoir une carrière super !",,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,8a,short-answer,"Écoutez. Vous entendez [vjɛ̃], montrez 1. Vous entendez [vjɛn], montrez 2.","Écoutez. Vous entendez [vjɛ̃], montrez 1. Vous entendez [vjɛn], montrez 2.",,,,,,,A1,profession,096
cosmopolite-a1-methode,writing,,9,writing-task,Nous créons le top 5 des jeunes talents de notre pays. En petits groupes.,Nous créons le top 5 des jeunes talents de notre pays. Présentez chaque jeune de votre top 5. Expliquez pourquoi ils sont dans le top 5 avec des événements passés et des projets.,,,,,,(open-ended),A1,profession,096
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,"Par deux. Associez les événements dans le passé et les projets de l'activité 4 au temps qui correspond : passé composé, passé récent, futur proche.","Par deux. Associez les événements dans le passé et les projets de l'activité 4 au temps qui correspond : passé composé, passé récent, futur proche.",,,,,,,A1,profession,096
cosmopolite-a1-methode,grammar,Focus langue,b,fill-in,Observez les phrases. Complétez la règle.,Observez les phrases. Complétez la règle.,,,,,,,A1,profession,096
cosmopolite-a1-methode,grammar,Focus langue,c,fill-in,Observez les phrases de l'activité 7. Complétez.,Observez les phrases de l'activité 7. Complétez.,,,,,,,A1,profession,096
cosmopolite-a1-methode,listening,,1a,short-answer,Écoutez cette conversation entre amis (doc. 1). Répondez.,De quels écrivains ils parlent ?,,,,,,,A1,personal-info,097
cosmopolite-a1-methode,listening,,1b,short-answer,Écoutez cette conversation entre amis (doc. 1). Répondez.,Quel est le point commun entre ces deux écrivains ?,,,,,,,A1,personal-info,097
cosmopolite-a1-methode,listening,,2,multiple-choice,Réécoutez (doc. 1). Pourquoi ils parlent de ces écrivains ? Choisissez. (Plusieurs réponses possibles.),Pourquoi ils parlent de ces écrivains ? Choisissez. (Plusieurs réponses possibles.),Ils ont lu leurs livres.,Ils ont vu un reportage.,Ils ont participé au jury du Goncourt des lycéens.,,,,A1,personal-info,097
cosmopolite-a1-methode,listening,,3,fill-in,Par deux. Écoutez encore (doc. 1). Complétez la biographie d'Ahmadou Kourouma.,Par deux. Écoutez encore (doc. 1). Complétez la biographie d'Ahmadou Kourouma.,,,,,,,A1,personal-info,097
cosmopolite-a1-methode,speaking,,4,speaking-task,En petits groupes. Listez les écrivains de votre pays qui ont eu des prix littéraires. Cherchez s'ils sont francophones.,En petits groupes. Listez les écrivains de votre pays qui ont eu des prix littéraires. Cherchez s'ils sont francophones.,,,,,,(open-ended),A1,personal-info,097
cosmopolite-a1-methode,grammar,Sons du français,5a,fill-in,Recopiez ces extraits (doc. 1). Soulignez la lettre e quand elle n'est pas prononcée.,Recopiez ces extraits (doc. 1). Soulignez la lettre e quand elle n'est pas prononcée.,,,,,,,A1,personal-info,097
cosmopolite-a1-methode,reading,,6a,short-answer,Observez les deux sites Internet (doc. 2 et 3). Identifiez :,Observez les deux sites Internet (doc. 2 et 3). Relevez les rubriques consultées.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,reading,,6b,short-answer,Observez les deux sites Internet (doc. 2 et 3). Identifiez :,Identifiez le nom des personnes en photo.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,reading,,7a,short-answer,En petits groupes. Lisez les deux biographies (doc. 2 et 3).,Lisez les deux biographies (doc. 2 et 3). Relevez un maximum de points communs entre les deux écrivains.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,reading,,7b,ordering,En petits groupes. Lisez les deux biographies (doc. 2 et 3).,"Repérez, dans chaque texte, l'ordre d'apparition des éléments suivants. Justifiez. naissance • études • prix • installation en France • écriture en français",,,,,,,A1,personal-info,098
cosmopolite-a1-methode,reading,,7c,fill-in,En petits groupes. Lisez les deux biographies (doc. 2 et 3).,"Notez, pour chaque élément, les indications de temps (date, année ou âge de l'écrivain.)",,,,,,,A1,personal-info,098
cosmopolite-a1-methode,speaking,,8,speaking-task,En petits groupes. Parlez des événements importants de votre vie. Situez ces événements dans le temps.,En petits groupes. Parlez des événements importants de votre vie. Situez ces événements dans le temps. naissance • études • diplômes / prix • centres d'intérêt • apprentissage du français,,,,,,(open-ended),A1,personal-info,098
cosmopolite-a1-methode,writing,,9,writing-task,Nous rédigeons la biographie d'un écrivain de notre pays. En petits groupes.,Nous rédigeons la biographie d'un écrivain de notre pays. Choisissez un écrivain dans la liste de l'activité 4. Rédigez sa biographie à la manière de celle de Tahar Ben Jelloun ou d'Andreï Makine.,,,,,,(open-ended),A1,personal-info,098
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Par deux. Complétez avec les indications de temps relevées dans l'activité 7c.,Par deux. Complétez avec les indications de temps relevées dans l'activité 7c.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,grammar,Focus langue,b,short-answer,Retrouvez dans les biographies (doc. 2 et 3) les sept autres verbes conjugués avec être.,Retrouvez dans les biographies (doc. 2 et 3) les sept autres verbes conjugués avec être.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,grammar,Focus langue,c,fill-in,Mettez ces verbes à l'infinitif. Complétez la liste.,Mettez ces verbes à l'infinitif. Complétez la liste.,,,,,,,A1,personal-info,098
cosmopolite-a1-methode,reading,,1a,short-answer,Observez la page Internet (doc. 1). Quel est le titre de l'émission diffusée :,Quel est le titre de l'émission diffusée du lundi au vendredi après-midi ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,reading,,1b,short-answer,Observez la page Internet (doc. 1). Quel est le titre de l'émission diffusée :,Quel est le titre de l'émission diffusée le jeudi matin ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,reading,,1c,short-answer,Observez la page Internet (doc. 1). Quel est le titre de l'émission diffusée :,Quel est le titre de l'émission diffusée le samedi après-midi ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,speaking,,2,open-ended,En petits groupes. Quel est le thème commun à ces trois émissions ? Ce type d'émissions existe dans votre pays ?,En petits groupes. Quel est le thème commun à ces trois émissions ? Ce type d'émissions existe dans votre pays ?,,,,,,(open-ended),A1,personal-info,099
cosmopolite-a1-methode,listening,,3a,short-answer,"Écoutez l'émission Un livre, un jour (doc. 2). Répondez.",De quel écrivain parle le journaliste ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,listening,,3b,short-answer,"Écoutez l'émission Un livre, un jour (doc. 2). Répondez.",Quel est son pays d'origine ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,listening,,3c,short-answer,"Écoutez l'émission Un livre, un jour (doc. 2). Répondez.",Quel est le prénom du personnage principal ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,listening,,4a,short-answer,Par deux.,Réécoutez (doc. 2). Quand se passe l'histoire ? Quel est son sujet ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,reading,,4b,matching,Par deux.,"Associez chaque personnage à sa description. Geneviève • Caroline • maman Martine • Yaya Gaston • Michel 1. C'est une jolie jeune femme aux grands yeux verts. 2. C'est un petit garçon. Il a les cheveux frisés, les yeux noirs. 3. Elle est belle. Elle a les cheveux longs et bouclés. 4. Il est musclé. 5. Ses cheveux sont longs et blancs.",,,,,,,A1,personal-info,099
cosmopolite-a1-methode,speaking,,5,speaking-task,En petits groupes.,"En petits groupes. Parlez de vos livres préférés et choisissez un livre. Présentez le livre à la manière de Un livre, un jour.",,,,,,(open-ended),A1,personal-info,099
cosmopolite-a1-methode,reading,,6,matching,Lisez les extraits littéraires (doc. 3). Associez chaque extrait à son titre.,"Lisez les extraits littéraires (doc. 3). Associez chaque extrait à son titre. 1. Cette femme qui dit être ma mère, Judith Uyterlinde. 2. Un roman français, Frédéric Beigbeder. 3. Les Femmes aux cheveux courts, Patrice Leconte.",,,,,,,A1,personal-info,099
cosmopolite-a1-methode,reading,,7,matching,Par deux. Associez chaque avatar à un personnage.,"Par deux. Associez chaque avatar à un personnage. 1. Papa a l'œil vert perçant. 2. Sandrine, sérieuse, les cheveux châtains, attachés en chignon. 3. La femme de ma vie, elle a les cheveux courts, elle est brune, elle a la peau mate. 4. Maman, très jeune, une blonde. 5. Louise, elle est rigolote, plutôt jolie, brune, les cheveux longs, mais toujours attachée.",,,,,,,A1,personal-info,099
cosmopolite-a1-methode,reading,,8,short-answer,Relisez l'extrait c (doc. 3). De qui parle l'auteur ? Pourquoi ?,Relisez l'extrait c (doc. 3). De qui parle l'auteur ? Pourquoi ?,,,,,,,A1,personal-info,099
cosmopolite-a1-methode,writing,,9,writing-task,Nous faisons des portraits « à la manière de ».,"Nous faisons des portraits « à la manière de ». Formez quatre groupes et décrivez : la femme/l'homme de nos rêves, Michel et nous, un roman espagnol/brésilien/russe, nos ressemblances.",,,,,,(open-ended),A1,personal-info,100
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Complétez avec les extraits littéraires (doc. 3) et la description des personnages du roman de Mabanckou (activité 4b).,Complétez avec les extraits littéraires (doc. 3) et la description des personnages du roman de Mabanckou (activité 4b).,,,,,,,A1,personal-info,100
cosmopolite-a1-methode,reading,,1a,short-answer,Observez l'article (doc. 1). Identifiez :,Observez l'article (doc. 1). Identifiez le nom du magazine.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,reading,,1b,short-answer,Observez l'article (doc. 1). Identifiez :,Identifiez la rubrique.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,reading,,1c,short-answer,Observez l'article (doc. 1). Identifiez :,Identifiez le titre de l'article.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,reading,,1d,short-answer,Observez l'article (doc. 1). Identifiez :,Identifiez le thème de l'article.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,reading,,2a,short-answer,Par deux. Lisez l'article (doc. 1).,"Relevez les éléments qui caractérisent Keisuke Matsushima : sa profession, sa nationalité, son type de cuisine, son niveau de français.",,,,,,,A1,restaurant,101
cosmopolite-a1-methode,reading,,2b,short-answer,Par deux. Lisez l'article (doc. 1).,Retrouvez la définition de la cuisine fusion.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,speaking,,3,open-ended,En petits groupes. Vous connaissez la cuisine fusion ? Vous aimez ? Vous n'aimez pas ? Pourquoi ?,En petits groupes. Vous connaissez la cuisine fusion ? Vous aimez ? Vous n'aimez pas ? Pourquoi ?,,,,,,(open-ended),A1,restaurant,101
cosmopolite-a1-methode,reading,,4,matching,Par deux. Relisez (doc. 1). Associez chaque affirmation au(x) pays qui correspond(ent).,"Par deux. Relisez (doc. 1). Associez chaque affirmation au(x) pays qui correspond(ent). a. Il a ouvert son premier restaurant en 2002. b. Il partage son temps entre deux villes. c. Il a appris les classiques de la cuisine française. d. Aujourd'hui, son restaurant est très connu. e. Il a commencé à travailler au restaurant Vincennes. f. Il recrée le goût de la cuisine française avec des produits japonais.",,,,,,,A1,restaurant,101
cosmopolite-a1-methode,speaking,,6,speaking-task,En petits groupes. Quels chefs de votre pays ont du succès (dans le monde) ?,"En petits groupes. Quels chefs de votre pays ont du succès (dans le monde) ? Listez ces chefs. Précisez qui ils sont, où est leur restaurant, quel est leur type de cuisine, etc.",,,,,,(open-ended),A1,restaurant,101
cosmopolite-a1-methode,grammar,Focus langue,a,fill-in,Classez les phrases de l'activité 4 dans le tableau.,Classez les phrases de l'activité 4 dans le tableau.,,,,,,,A1,restaurant,101
cosmopolite-a1-methode,writing,,10,writing-task,Nous racontons la vie professionnelle d'un chef. Par groupes de trois ou quatre.,Nous racontons la vie professionnelle d'un chef. Choisissez un chef dans la liste de l'activité 6. Listez les événements de sa vie professionnelle. Caractérisez sa cuisine. Rédigez l'article.,,,,,,(open-ended),A1,restaurant,102
cosmopolite-a1-methode,listening,,7,short-answer,Écoutez l'émission (doc. 2). Quel est le lien avec l'article (doc. 1) ?,Écoutez l'émission (doc. 2). Quel est le lien avec l'article (doc. 1) ?,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,8a,true-false,Réécoutez (doc. 2). Vrai ou faux ? Pourquoi ?,Les deux chefs se sont rencontrés à Nice.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,8b,true-false,Réécoutez (doc. 2). Vrai ou faux ? Pourquoi ?,Les deux chefs font le même type de cuisine.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,8c,true-false,Réécoutez (doc. 2). Vrai ou faux ? Pourquoi ?,La cuisine fusion est nouvelle.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,8d,true-false,Réécoutez (doc. 2). Vrai ou faux ? Pourquoi ?,Il existe plusieurs types de cuisine fusion.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,9a,short-answer,Apprenons ensemble ! En petits groupes.,Écoutez Rachel. Repérez pourquoi elle a choisi d'apprendre le français.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,9b,short-answer,Apprenons ensemble ! En petits groupes.,Repérez ce qu'elle pense du français.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,listening,,9c,fill-in,Apprenons ensemble ! En petits groupes.,Aidez Rachel à corriger ses erreurs.,,,,,,,A1,restaurant,102
cosmopolite-a1-methode,grammar,Focus langue,b,open-ended,En petits groupes. Trouvez un exemple personnel pour chaque colonne.,En petits groupes. Trouvez un exemple personnel pour chaque colonne.,,,,,,(open-ended),A1,restaurant,102
cosmopolite-a1-methode,reading,,1a,short-answer,Observez la page Internet (doc. 1). Répondez.,Observez la page Internet (doc. 1). Quel est le nom du site ?,,,,,,,A1,communication,103
cosmopolite-a1-methode,reading,,1b,short-answer,Observez la page Internet (doc. 1). Répondez.,Quelle est sa fonction ?,,,,,,,A1,communication,103
cosmopolite-a1-methode,reading,,2,short-answer,Lisez les rubriques (doc. 1). Identifiez trois types de presse.,Lisez les rubriques (doc. 1). Identifiez trois types de presse.,,,,,,,A1,communication,103
cosmopolite-a1-methode,reading,,3,short-answer,Par deux. Lisez la rubrique « Suivez le guide ! » (doc. 1). Relevez les conseils donnés.,Par deux. Lisez la rubrique « Suivez le guide ! » (doc. 1). Relevez les conseils donnés.,,,,,,,A1,communication,103
cosmopolite-a1-methode,reading,,4a,short-answer,Lisez la rubrique « Votre carnet » (doc. 1).,Lisez la rubrique « Votre carnet » (doc. 1). Identifiez la fonction du carnet.,,,,,,,A1,communication,103
cosmopolite-a1-methode,reading,,4b,short-answer,Lisez la rubrique « Votre carnet » (doc. 1).,Relevez les trois conseils donnés.,,,,,,,A1,communication,103
cosmopolite-a1-methode,speaking,,5a,open-ended,En petits groupes. Vous vous intéressez à la presse francophone ? Quels titres connaissez-vous ?,En petits groupes. Vous vous intéressez à la presse francophone ? Quels titres connaissez-vous ?,,,,,,(open-ended),A1,communication,103
cosmopolite-a1-methode,speaking,,5b,speaking-task,En groupe. Listez les médias francophones de la classe.,En groupe. Listez les médias francophones de la classe.,,,,,,(open-ended),A1,communication,103
cosmopolite-a1-methode,reading,,6a,short-answer,Lisez la page Internet (doc. 2). Répondez.,Lisez la page Internet (doc. 2). Quel est l'objectif de l'Académie France 24 ?,,,,,,,A1,communication,104
cosmopolite-a1-methode,reading,,6b,short-answer,Lisez la page Internet (doc. 2). Répondez.,Quelle est la formation proposée ?,,,,,,,A1,communication,104
cosmopolite-a1-methode,listening,,7a,true-false,Écoutez l'enregistrement (doc. 2). Vrai ou faux ? Pourquoi ?,C'est une émission de radio de RFI.,,,,,,,A1,communication,104
cosmopolite-a1-methode,listening,,7b,true-false,Écoutez l'enregistrement (doc. 2). Vrai ou faux ? Pourquoi ?,Le thème de la formation est : comment réaliser un bon reportage.,,,,,,,A1,communication,104
cosmopolite-a1-methode,listening,,7c,true-false,Écoutez l'enregistrement (doc. 2). Vrai ou faux ? Pourquoi ?,Le formateur liste dix conseils ou commandements.,,,,,,,A1,communication,104
cosmopolite-a1-methode,listening,,8,ordering,Réécoutez (doc. 2).,"En petits groupes. Classez les conseils dans la colonne qui convient. A. Avant la réalisation du reportage B. Pendant la réalisation du reportage. 1. Fais-toi plaisir ! 2. Rends-toi sur place ! 3. Documente-toi ! 4. Vérifie ton matériel ! 5. Implique-toi, vis le reportage ! 6. N'hésite pas à donner ton opinion ! 7. Échange avec tes contacts ! 8. Prépare ton questionnaire ! 9. Concentre-toi sur les informations ! 10. Raconte une histoire !",,,,,,,A1,communication,104
cosmopolite-a1-methode,writing,,9,writing-task,Nous imaginons dix commandements pour progresser en français. Par groupes de trois :,Nous imaginons dix commandements pour progresser en français. Rédigez vos commandements. Mettez en commun. Présentez-les à la classe.,,,,,,(open-ended),A1,communication,104
cosmopolite-a1-methode,grammar,Focus langue,b,fill-in,Par groupes de quatre.,Répondez aux questions. Partagez vos réponses avec la classe.,,,,,,,A1,communication,104
cosmopolite-a1-methode,listening,,1a,short-answer,Observez ces trois images extraites de la vidéo. Faites des hypothèses.,Observez ces trois images extraites de la vidéo. Faites des hypothèses. Où se passe cette émission ?,,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1a2,short-answer,Observez ces trois images extraites de la vidéo. Faites des hypothèses.,Quel est son sujet ?,,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1a3,short-answer,Observez ces trois images extraites de la vidéo. Faites des hypothèses.,Qui sont les personnes ?,,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1b1,short-answer,"Regardez l'émission avec le son du début jusqu'à 1'04"".","Regardez l'émission avec le son du début jusqu'à 1'04"". Quelles sont les particularités de cette librairie ?",,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1b2,short-answer,"Regardez l'émission avec le son du début jusqu'à 1'04"".",Qui la librairie accueille-t-elle ?,,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1c,short-answer,"Regardez l'émission avec le son de 1'04"" à 1'20"" : Quel est l'objectif de la propriétaire de la librairie ?","Regardez l'émission avec le son de 1'04"" à 1'20"" : Quel est l'objectif de la propriétaire de la librairie ?",,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1d1,true-false,"Regardez l'émission de 1'20"" à la fin.",Ce livre raconte l'histoire de la création d'une librairie.,,,,,,,A1,hobby,105
cosmopolite-a1-methode,listening,,1d2,true-false,"Regardez l'émission de 1'20"" à la fin.",La littérature a joué un rôle essentiel dans la vie de Yohanna Uzan.,,,,,,,A1,hobby,105
cosmopolite-a1-methode,speaking,,1e,open-ended,"En petits groupes. Que pensez-vous du concept de cette librairie ? Vous aimeriez y aller ? Est-ce qu'il existe des librairies de ce type dans votre ville ? D'autres librairies originales ? Pour vous, une librairie peut proposer quels services ?",En petits groupes. Que pensez-vous du concept de cette librairie ? Vous aimeriez y aller ? Est-ce qu'il existe des librairies de ce type dans votre ville ?,,,,,,(open-ended),A1,hobby,105
cosmopolite-a1-methode,writing,Carnet culturel,1,fill-in,COMPLÉTEZ VOTRE CARNET CULTUREL,Complétez votre carnet culturel. Je connais déjà : des journaux ou des magazines francophones ; des chaînes de télévision françaises ou francophones ; des radios françaises ou francophones.,,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2a1,short-answer,Par deux. Observez cette page Internet. Répondez.,Par deux. Observez cette page Internet. Répondez. Quel est le média présenté ?,,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2a2,short-answer,Par deux. Observez cette page Internet. Répondez.,Cette page donne quelles informations ?,,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2b1,true-false,Lisez l'article « L'entreprise France 24 ». Vrai ou faux ? Pourquoi ?,"France 24, c'est une seule chaîne de télévision.",,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2b2,true-false,Lisez l'article « L'entreprise France 24 ». Vrai ou faux ? Pourquoi ?,Les programmes de France 24 sont seulement en langue française.,,,,,,,A1,communication,106
cosmopolite-a1-methode,reading,,2b3,true-false,Lisez l'article « L'entreprise France 24 ». Vrai ou faux ? Pourquoi ?,France 24 diffuse tous les jours et toute la journée.,,,,,,,A1,communication,106
